mu	nu	muz	nuz	product_mean	product_std	matrix_mean	matrix_std
1	2	1	z	6.84904e-05	1.49199e-05	0.000242598	3.13461e-05
1	3	1	z+1	6.83013e-05	1.36707e-05	0.000242749	2.49758e-05
1	4	1	z^2	6.8807e-05	1.46169e-05	0.000242678	2.27239e-05
1	5	1	z^2+1	6.84783e-05	1.41986e-05	0.00024241	2.58655e-05
1	6	1	z^2+z	6.81612e-05	1.342e-05	0.000240962	2.41087e-05
1	7	1	z^2+z+1	6.89002e-05	1.49257e-05	0.000245366	3.14009e-05
1	8	1	z^3	7.01798e-05	1.53078e-05	0.000249363	3.04822e-05
1	9	1	z^3+1	6.93495e-05	1.36101e-05	0.000246152	2.50999e-05
1	10	1	z^3+z	6.9147e-05	1.38322e-05	0.000243987	2.18306e-05
1	11	1	z^3+z+1	6.80001e-05	1.3751e-05	0.000240719	2.50909e-05
1	12	1	z^3+z^2	6.85398e-05	1.4304e-05	0.000243087	2.39984e-05
1	13	1	z^3+z^2+1	6.82487e-05	1.48055e-05	0.000241911	2.89439e-05
1	14	1	z^3+z^2+z	6.89123e-05	1.55887e-05	0.000243952	3.16468e-05
1	15	1	z^3+z^2+z+1	6.77286e-05	1.42187e-05	0.000240609	2.75708e-05
1	16	1	z^4	6.91698e-05	1.53796e-05	0.000242156	2.40894e-05
1	17	1	z^4+1	6.86371e-05	1.40351e-05	0.000242913	2.49996e-05
1	18	1	z^4+z	6.83735e-05	1.39363e-05	0.000242957	2.59563e-05
1	19	1	z^4+z+1	6.90306e-05	1.60669e-05	0.000242113	3.16537e-05
1	20	1	z^4+z^2	6.92876e-05	1.6302e-05	0.000242878	3.01589e-05
1	21	1	z^4+z^2+1	6.80992e-05	1.48317e-05	0.00024002	2.50572e-05
1	22	1	z^4+z^2+z	6.76522e-05	1.33473e-05	0.000240569	2.40556e-05
1	23	1	z^4+z^2+z+1	6.87419e-05	1.48409e-05	0.000242899	2.7663e-05
1	24	1	z^4+z^3	6.91721e-05	1.51732e-05	0.000241809	2.50393e-05
1	25	1	z^4+z^3+1	6.88462e-05	1.68642e-05	0.000241412	3.29355e-05
1	26	1	z^4+z^3+z	6.88634e-05	1.5904e-05	0.000241823	2.99968e-05
1	27	1	z^4+z^3+z+1	6.78892e-05	1.3603e-05	0.000239262	2.6381e-05
1	28	1	z^4+z^3+z^2	6.82282e-05	1.48793e-05	0.000240251	2.36287e-05
1	29	1	z^4+z^3+z^2+1	6.88797e-05	1.41034e-05	0.000243725	2.3935e-05
1	30	1	z^4+z^3+z^2+z	6.80196e-05	1.3905e-05	0.000239893	2.20305e-05
1	31	1	z^4+z^3+z^2+z+1	6.81896e-05	1.38251e-05	0.000241356	2.64951e-05
1	32	1	z^5	6.90599e-05	1.58958e-05	0.000243345	3.41448e-05
1	33	1	z^5+1	6.86888e-05	1.48782e-05	0.000242346	3.02063e-05
1	34	1	z^5+z	6.84145e-05	1.39776e-05	0.000242083	2.36544e-05
1	35	1	z^5+z+1	6.86958e-05	1.49243e-05	0.000242839	2.71648e-05
1	36	1	z^5+z^2	6.98506e-05	1.4627e-05	0.000244212	2.56604e-05
1	37	1	z^5+z^2+1	6.86045e-05	1.52904e-05	0.000239809	2.30838e-05
1	38	1	z^5+z^2+z	6.86864e-05	1.50281e-05	0.000241562	3.38005e-05
1	39	1	z^5+z^2+z+1	6.92173e-05	1.5846e-05	0.000242447	3.24996e-05
1	40	1	z^5+z^3	6.80173e-05	1.46285e-05	0.000238422	2.31027e-05
1	41	1	z^5+z^3+1	6.78957e-05	1.35721e-05	0.000238868	2.27925e-05
1	42	1	z^5+z^3+z	6.86874e-05	1.38672e-05	0.00024266	2.5754e-05
1	43	1	z^5+z^3+z+1	6.88927e-05	1.44537e-05	0.000240233	2.44433e-05
1	44	1	z^5+z^3+z^2	6.80075e-05	1.51878e-05	0.000240611	3.27334e-05
1	45	1	z^5+z^3+z^2+1	6.8123e-05	1.45391e-05	0.000240463	2.84703e-05
1	46	1	z^5+z^3+z^2+z	6.86669e-05	1.47048e-05	0.000241388	2.57374e-05
1	47	1	z^5+z^3+z^2+z+1	6.83418e-05	1.48321e-05	0.000239789	2.5137e-05
1	48	1	z^5+z^4	6.85588e-05	1.42824e-05	0.000241277	2.38727e-05
1	49	1	z^5+z^4+1	6.90175e-05	1.35904e-05	0.000241812	2.44845e-05
1	50	1	z^5+z^4+z	6.92611e-05	1.64065e-05	0.000241977	3.13647e-05
1	51	1	z^5+z^4+z+1	6.83479e-05	1.47328e-05	0.000240605	2.93335e-05
1	52	1	z^5+z^4+z^2	6.81533e-05	1.44297e-05	0.000240441	2.50121e-05
1	53	1	z^5+z^4+z^2+1	6.81784e-05	1.38058e-05	0.000242045	2.46259e-05
1	54	1	z^5+z^4+z^2+z	6.7946e-05	1.3925e-05	0.000241097	2.55425e-05
1	55	1	z^5+z^4+z^2+z+1	6.84317e-05	1.45111e-05	0.000240341	2.33476e-05
1	56	1	z^5+z^4+z^3	6.80094e-05	1.46278e-05	0.00024112	2.93884e-05
1	57	1	z^5+z^4+z^3+1	6.81649e-05	1.41511e-05	0.000240898	3.00641e-05
1	58	1	z^5+z^4+z^3+z	6.81793e-05	1.42432e-05	0.0002411	2.62739e-05
1	59	1	z^5+z^4+z^3+z+1	6.81947e-05	1.41615e-05	0.000240839	2.65654e-05
1	60	1	z^5+z^4+z^3+z^2	6.83363e-05	1.37215e-05	0.000242093	2.29113e-05
1	61	1	z^5+z^4+z^3+z^2+1	6.82091e-05	1.44827e-05	0.000239404	2.34967e-05
1	62	1	z^5+z^4+z^3+z^2+z	6.93682e-05	1.48813e-05	0.00024488	3.00102e-05
1	63	1	z^5+z^4+z^3+z^2+z+1	6.8598e-05	1.64466e-05	0.00024145	2.89573e-05
1	64	1	z^6	6.76853e-05	1.40012e-05	0.000239135	2.43209e-05
1	65	1	z^6+1	6.81686e-05	1.40594e-05	0.000241445	2.5456e-05
1	66	1	z^6+z	6.83642e-05	1.48806e-05	0.000239957	2.51798e-05
1	67	1	z^6+z+1	6.89668e-05	1.47243e-05	0.000241763	2.43811e-05
1	68	1	z^6+z^2	6.94953e-05	1.64371e-05	0.000244515	3.13526e-05
1	69	1	z^6+z^2+1	7.71289e-05	2.3526e-05	0.000271236	6.04789e-05
1	70	1	z^6+z^2+z	6.78725e-05	1.39405e-05	0.000239357	2.4704e-05
1	71	1	z^6+z^2+z+1	6.76233e-05	1.39061e-05	0.000240539	2.71662e-05
1	72	1	z^6+z^3	6.83675e-05	1.52883e-05	0.000240398	2.40782e-05
1	73	1	z^6+z^3+1	6.75567e-05	1.40513e-05	0.000239093	2.56681e-05
1	74	1	z^6+z^3+z	6.89682e-05	1.60513e-05	0.000240581	2.89806e-05
1	75	1	z^6+z^3+z+1	6.99302e-05	1.66344e-05	0.000245854	3.02888e-05
1	76	1	z^6+z^3+z^2	6.78399e-05	1.43002e-05	0.000239197	2.41483e-05
1	77	1	z^6+z^3+z^2+1	6.75721e-05	1.25235e-05	0.000241104	2.47417e-05
1	78	1	z^6+z^3+z^2+z	6.83772e-05	1.52707e-05	0.000240082	2.19723e-05
1	79	1	z^6+z^3+z^2+z+1	6.83852e-05	1.49369e-05	0.000241443	2.68189e-05
1	80	1	z^6+z^4	6.79558e-05	1.42548e-05	0.000240679	2.78049e-05
1	81	1	z^6+z^4+1	6.87167e-05	1.56595e-05	0.000241078	2.88179e-05
1	82	1	z^6+z^4+z	6.81807e-05	1.43755e-05	0.000240709	2.5284e-05
1	83	1	z^6+z^4+z+1	6.82566e-05	1.45569e-05	0.000240326	2.54005e-05
1	84	1	z^6+z^4+z^2	6.87367e-05	1.52899e-05	0.000240505	2.56476e-05
1	85	1	z^6+z^4+z^2+1	6.81975e-05	1.40606e-05	0.000241484	2.62997e-05
1	86	1	z^6+z^4+z^2+z	6.92275e-05	1.5659e-05	0.00024282	3.02581e-05
1	87	1	z^6+z^4+z^2+z+1	6.88606e-05	1.48484e-05	0.000242603	2.97925e-05
1	88	1	z^6+z^4+z^3	6.88848e-05	1.44499e-05	0.000241987	2.34833e-05
1	89	1	z^6+z^4+z^3+1	6.88778e-05	1.56371e-05	0.000242517	2.63769e-05
1	90	1	z^6+z^4+z^3+z	6.89751e-05	1.48823e-05	0.000241546	2.56754e-05
1	91	1	z^6+z^4+z^3+z+1	6.88806e-05	1.51385e-05	0.000242043	2.52141e-05
1	92	1	z^6+z^4+z^3+z^2	6.89323e-05	1.49084e-05	0.000242101	2.64085e-05
1	93	1	z^6+z^4+z^3+z^2+1	6.90729e-05	1.5612e-05	0.00024302	3.06119e-05
1	94	1	z^6+z^4+z^3+z^2+z	6.89244e-05	1.43372e-05	0.000242584	2.2858e-05
1	95	1	z^6+z^4+z^3+z^2+z+1	6.86185e-05	1.39116e-05	0.000240479	2.37041e-05
1	96	1	z^6+z^5	6.8896e-05	1.46243e-05	0.000242352	2.46412e-05
1	97	1	z^6+z^5+1	6.89947e-05	1.41656e-05	0.00024308	2.49656e-05
1	98	1	z^6+z^5+z	6.91675e-05	1.47917e-05	0.000243816	2.97753e-05
1	99	1	z^6+z^5+z+1	6.92196e-05	1.70385e-05	0.000243542	3.3728e-05
1	100	1	z^6+z^5+z^2	6.86054e-05	1.40695e-05	0.000242457	2.51178e-05
1	101	1	z^6+z^5+z^2+1	7.03097e-05	1.47544e-05	0.00024602	2.50776e-05
1	102	1	z^6+z^5+z^2+z	7.00108e-05	1.51052e-05	0.000243674	2.50497e-05
1	103	1	z^6+z^5+z^2+z+1	6.97714e-05	1.49209e-05	0.00024188	2.40534e-05
1	104	1	z^6+z^5+z^3	6.95493e-05	1.63613e-05	0.000244359	2.98726e-05
1	105	1	z^6+z^5+z^3+1	6.91903e-05	1.5369e-05	0.000243477	3.21186e-05
1	106	1	z^6+z^5+z^3+z	6.91591e-05	1.53993e-05	0.00024163	2.71019e-05
1	107	1	z^6+z^5+z^3+z+1	7.08089e-05	1.58374e-05	0.000245112	2.42993e-05
1	108	1	z^6+z^5+z^3+z^2	6.88354e-05	1.47887e-05	0.000242234	2.57865e-05
1	109	1	z^6+z^5+z^3+z^2+1	6.92746e-05	1.4624e-05	0.000243643	2.53836e-05
1	110	1	z^6+z^5+z^3+z^2+z	6.99195e-05	1.71345e-05	0.000245111	3.03561e-05
1	111	1	z^6+z^5+z^3+z^2+z+1	6.94804e-05	1.41618e-05	0.000247764	3.16936e-05
1	112	1	z^6+z^5+z^4	7.00126e-05	1.53542e-05	0.000247653	2.7121e-05
1	113	1	z^6+z^5+z^4+1	7.02995e-05	1.51352e-05	0.000248241	2.44385e-05
1	114	1	z^6+z^5+z^4+z	7.02189e-05	1.37922e-05	0.000247903	2.50517e-05
1	115	1	z^6+z^5+z^4+z+1	7.08504e-05	1.50021e-05	0.000248152	2.6363e-05
1	116	1	z^6+z^5+z^4+z^2	7.15153e-05	1.49918e-05	0.000250139	3.16263e-05
1	117	1	z^6+z^5+z^4+z^2+1	7.16187e-05	1.42924e-05	0.0002491	2.46168e-05
1	118	1	z^6+z^5+z^4+z^2+z	7.25477e-05	1.46684e-05	0.000251375	2.59443e-05
1	119	1	z^6+z^5+z^4+z^2+z+1	6.90063e-05	1.49096e-05	0.000242374	2.38876e-05
1	120	1	z^6+z^5+z^4+z^3	6.91433e-05	1.40515e-05	0.000243471	2.06489e-05
1	121	1	z^6+z^5+z^4+z^3+1	6.82655e-05	1.39034e-05	0.000241431	2.28784e-05
1	122	1	z^6+z^5+z^4+z^3+z	6.84746e-05	1.44536e-05	0.000242026	2.86181e-05
1	123	1	z^6+z^5+z^4+z^3+z+1	6.89784e-05	1.42718e-05	0.000242815	2.53065e-05
1	124	1	z^6+z^5+z^4+z^3+z^2	6.84513e-05	1.42697e-05	0.000242085	2.55484e-05
1	125	1	z^6+z^5+z^4+z^3+z^2+1	6.90697e-05	1.47666e-05	0.000243767	2.60534e-05
1	126	1	z^6+z^5+z^4+z^3+z^2+z	6.90073e-05	1.40846e-05	0.000244207	2.58743e-05
1	127	1	z^6+z^5+z^4+z^3+z^2+z+1	6.8963e-05	1.5066e-05	0.000241213	2.50428e-05
1	128	1	z^7	6.88005e-05	1.55384e-05	0.000242662	3.09597e-05
1	129	1	z^7+1	6.88741e-05	1.39737e-05	0.000243362	2.45015e-05
1	130	1	z^7+z	6.87116e-05	1.50034e-05	0.00024141	2.61071e-05
1	131	1	z^7+z+1	6.89556e-05	1.48915e-05	0.000241416	2.42198e-05
1	132	1	z^7+z^2	6.9052e-05	1.41259e-05	0.000243173	2.42403e-05
1	133	1	z^7+z^2+1	6.90008e-05	1.43149e-05	0.000243833	2.28886e-05
1	134	1	z^7+z^2+z	6.98334e-05	1.67698e-05	0.00024579	3.44232e-05
1	135	1	z^7+z^2+z+1	6.88019e-05	1.44685e-05	0.000241028	2.29817e-05
1	136	1	z^7+z^3	6.82729e-05	1.47941e-05	0.000240029	2.49029e-05
1	137	1	z^7+z^3+1	6.87758e-05	1.4784e-05	0.000242012	2.35465e-05
1	138	1	z^7+z^3+z	6.874e-05	1.42712e-05	0.000241674	2.27897e-05
1	139	1	z^7+z^3+z+1	6.937e-05	1.45822e-05	0.000245209	2.51643e-05
1	140	1	z^7+z^3+z^2	6.89151e-05	1.55776e-05	0.000242618	3.0905e-05
1	141	1	z^7+z^3+z^2+1	6.80359e-05	1.32471e-05	0.000242782	2.35445e-05
1	142	1	z^7+z^3+z^2+z	6.77374e-05	1.32301e-05	0.000239907	2.13788e-05
1	143	1	z^7+z^3+z^2+z+1	6.85537e-05	1.52374e-05	0.000240882	2.40274e-05
1	144	1	z^7+z^4	6.87065e-05	1.48457e-05	0.000241862	2.6856e-05
1	145	1	z^7+z^4+1	6.8746e-05	1.38509e-05	0.000243869	2.48313e-05
1	146	1	z^7+z^4+z	6.92001e-05	1.58252e-05	0.000244394	3.03912e-05
1	147	1	z^7+z^4+z+1	6.85356e-05	1.4724e-05	0.000242596	2.56435e-05
1	148	1	z^7+z^4+z^2	6.83805e-05	1.44314e-05	0.000242346	2.64102e-05
1	149	1	z^7+z^4+z^2+1	6.87041e-05	1.49197e-05	0.000241837	2.43519e-05
1	150	1	z^7+z^4+z^2+z	6.84639e-05	1.49003e-05	0.00024332	2.46205e-05
1	151	1	z^7+z^4+z^2+z+1	6.84937e-05	1.42296e-05	0.000242498	2.37248e-05
1	152	1	z^7+z^4+z^3	6.99195e-05	1.53569e-05	0.000245924	3.15248e-05
1	153	1	z^7+z^4+z^3+1	6.80084e-05	1.41302e-05	0.000239726	2.35883e-05
1	154	1	z^7+z^4+z^3+z	6.83037e-05	1.38584e-05	0.000243101	2.57478e-05
1	155	1	z^7+z^4+z^3+z+1	6.83363e-05	1.42622e-05	0.000242591	2.70903e-05
1	156	1	z^7+z^4+z^3+z^2	6.80708e-05	1.45338e-05	0.000241805	2.63669e-05
1	157	1	z^7+z^4+z^3+z^2+1	6.8299e-05	1.35728e-05	0.000241532	2.08123e-05
1	158	1	z^7+z^4+z^3+z^2+z	7.08955e-05	3.04258e-05	0.000246425	2.95341e-05
1	159	1	z^7+z^4+z^3+z^2+z+1	6.88829e-05	1.31573e-05	0.000242532	1.72205e-05
1	160	1	z^7+z^5	6.7044e-05	1.26468e-05	0.000234892	1.34184e-05
1	161	1	z^7+z^5+1	6.81439e-05	1.34167e-05	0.000240384	1.53766e-05
1	162	1	z^7+z^5+z	6.87763e-05	1.37032e-05	0.000243151	1.71261e-05
1	163	1	z^7+z^5+z+1	6.88769e-05	1.31647e-05	0.000244605	1.80687e-05
1	164	1	z^7+z^5+z^2	6.83968e-05	1.42317e-05	0.000243201	2.56262e-05
1	165	1	z^7+z^5+z^2+1	6.8435e-05	1.36778e-05	0.000241396	1.95615e-05
1	166	1	z^7+z^5+z^2+z	6.7893e-05	1.39555e-05	0.00024088	2.55134e-05
1	167	1	z^7+z^5+z^2+z+1	6.82343e-05	1.40633e-05	0.000243196	2.47378e-05
1	168	1	z^7+z^5+z^3	6.79591e-05	1.37552e-05	0.000240316	2.51915e-05
1	169	1	z^7+z^5+z^3+1	6.81998e-05	1.44662e-05	0.000242156	2.49452e-05
1	170	1	z^7+z^5+z^3+z	6.83106e-05	1.49025e-05	0.000241494	2.47827e-05
1	171	1	z^7+z^5+z^3+z+1	8.94344e-05	3.29019e-05	0.000310063	8.22444e-05
1	172	1	z^7+z^5+z^3+z^2	6.77612e-05	1.35488e-05	0.000241676	2.47857e-05
1	173	1	z^7+z^5+z^3+z^2+1	6.79381e-05	1.40568e-05	0.000241057	2.24426e-05
1	174	1	z^7+z^5+z^3+z^2+z	6.76657e-05	1.34623e-05	0.000240185	2.34535e-05
1	175	1	z^7+z^5+z^3+z^2+z+1	6.79973e-05	1.365e-05	0.000240745	2.37896e-05
1	176	1	z^7+z^5+z^4	6.91847e-05	1.61619e-05	0.00024431	3.08998e-05
1	177	1	z^7+z^5+z^4+1	6.9058e-05	1.50144e-05	0.000242081	2.36994e-05
1	178	1	z^7+z^5+z^4+z	6.85044e-05	1.51358e-05	0.000240976	2.33612e-05
1	179	1	z^7+z^5+z^4+z+1	6.84247e-05	1.44222e-05	0.000242101	2.47585e-05
1	180	1	z^7+z^5+z^4+z^2	6.77453e-05	1.43443e-05	0.000240427	2.48968e-05
1	181	1	z^7+z^5+z^4+z^2+1	6.76364e-05	1.28267e-05	0.000241514	2.40869e-05
1	182	1	z^7+z^5+z^4+z^2+z	6.8211e-05	1.52466e-05	0.000242426	3.23217e-05
1	183	1	z^7+z^5+z^4+z^2+z+1	6.84964e-05	1.4958e-05	0.000241977	2.62355e-05
1	184	1	z^7+z^5+z^4+z^3	6.93081e-05	1.47669e-05	0.000245239	2.39226e-05
1	185	1	z^7+z^5+z^4+z^3+1	6.82003e-05	1.43988e-05	0.000241949	2.48926e-05
1	186	1	z^7+z^5+z^4+z^3+z	6.91861e-05	1.49788e-05	0.000243839	2.48792e-05
1	187	1	z^7+z^5+z^4+z^3+z+1	6.83884e-05	1.35031e-05	0.000243473	2.48039e-05
1	188	1	z^7+z^5+z^4+z^3+z^2	6.89281e-05	1.59669e-05	0.000243575	3.03759e-05
1	189	1	z^7+z^5+z^4+z^3+z^2+1	6.89896e-05	1.48458e-05	0.000242342	2.60633e-05
1	190	1	z^7+z^5+z^4+z^3+z^2+z	6.89081e-05	1.40784e-05	0.000245202	2.36164e-05
1	191	1	z^7+z^5+z^4+z^3+z^2+z+1	6.84559e-05	1.38144e-05	0.000244006	2.40929e-05
1	192	1	z^7+z^6	6.83614e-05	1.51303e-05	0.000242115	2.6843e-05
1	193	1	z^7+z^6+1	6.81239e-05	1.43098e-05	0.000243707	2.68002e-05
1	194	1	z^7+z^6+z	6.89724e-05	1.6186e-05	0.000244139	3.28748e-05
1	195	1	z^7+z^6+z+1	6.85602e-05	1.47288e-05	0.000242434	2.54329e-05
1	196	1	z^7+z^6+z^2	6.8326e-05	1.3581e-05	0.000241313	1.87674e-05
1	197	1	z^7+z^6+z^2+1	6.94483e-05	1.47086e-05	0.000244752	2.59266e-05
1	198	1	z^7+z^6+z^2+z	6.84173e-05	1.43807e-05	0.000242196	2.47781e-05
1	199	1	z^7+z^6+z^2+z+1	6.89193e-05	1.5509e-05	0.000243458	2.58876e-05
1	200	1	z^7+z^6+z^3	6.88732e-05	1.51011e-05	0.000243949	3.08843e-05
1	201	1	z^7+z^6+z^3+1	6.91176e-05	1.49528e-05	0.000244178	2.63517e-05
1	202	1	z^7+z^6+z^3+z	6.8502e-05	1.45691e-05	0.000241371	2.39544e-05
1	203	1	z^7+z^6+z^3+z+1	6.8828e-05	1.29812e-05	0.000243381	2.27287e-05
1	204	1	z^7+z^6+z^3+z^2	6.81151e-05	1.37374e-05	0.000242621	2.71776e-05
1	205	1	z^7+z^6+z^3+z^2+1	6.91162e-05	1.50048e-05	0.00024438	2.51685e-05
1	206	1	z^7+z^6+z^3+z^2+z	6.834e-05	1.44883e-05	0.000242	2.61423e-05
1	207	1	z^7+z^6+z^3+z^2+z+1	6.83405e-05	1.37894e-05	0.000242491	2.89584e-05
1	208	1	z^7+z^6+z^4	6.8387e-05	1.49336e-05	0.00024179	2.72611e-05
1	209	1	z^7+z^6+z^4+1	6.85402e-05	1.40475e-05	0.000242874	2.37517e-05
1	210	1	z^7+z^6+z^4+z	6.84652e-05	1.42276e-05	0.00024345	2.53515e-05
1	211	1	z^7+z^6+z^4+z+1	6.8299e-05	1.4123e-05	0.00024342	2.49673e-05
1	212	1	z^7+z^6+z^4+z^2	6.88829e-05	1.50497e-05	0.000243207	2.55182e-05
1	213	1	z^7+z^6+z^4+z^2+1	6.89467e-05	1.50631e-05	0.000244638	2.97416e-05
1	214	1	z^7+z^6+z^4+z^2+z	6.89663e-05	1.47405e-05	0.000242987	2.5056e-05
1	215	1	z^7+z^6+z^4+z^2+z+1	6.91409e-05	1.50683e-05	0.000243038	2.48316e-05
1	216	1	z^7+z^6+z^4+z^3	6.98622e-05	1.50147e-05	0.000246695	2.54556e-05
1	217	1	z^7+z^6+z^4+z^3+1	6.89868e-05	1.55692e-05	0.000243713	2.70326e-05
1	218	1	z^7+z^6+z^4+z^3+z	6.85048e-05	1.42859e-05	0.000243412	2.83461e-05
1	219	1	z^7+z^6+z^4+z^3+z+1	6.89928e-05	1.55057e-05	0.000243245	3.22647e-05
1	220	1	z^7+z^6+z^4+z^3+z^2	6.81137e-05	1.39796e-05	0.000241625	2.36334e-05
1	221	1	z^7+z^6+z^4+z^3+z^2+1	6.77584e-05	1.35958e-05	0.000239762	2.24556e-05
1	222	1	z^7+z^6+z^4+z^3+z^2+z	6.956e-05	1.48195e-05	0.000247071	2.90159e-05
1	223	1	z^7+z^6+z^4+z^3+z^2+z+1	6.88657e-05	1.47653e-05	0.000244176	2.79986e-05
1	224	1	z^7+z^6+z^5	6.80378e-05	1.42081e-05	0.000242311	2.59039e-05
1	225	1	z^7+z^6+z^5+1	6.84978e-05	1.42686e-05	0.000243681	3.23684e-05
1	226	1	z^7+z^6+z^5+z	6.83614e-05	1.40728e-05	0.000241454	2.45894e-05
1	227	1	z^7+z^6+z^5+z+1	6.81509e-05	1.36458e-05	0.000241309	2.16471e-05
1	228	1	z^7+z^6+z^5+z^2	6.90655e-05	1.44041e-05	0.000242548	2.52875e-05
1	229	1	z^7+z^6+z^5+z^2+1	6.8604e-05	1.37611e-05	0.000243539	2.37174e-05
1	230	1	z^7+z^6+z^5+z^2+z	6.8285e-05	1.3803e-05	0.000242104	2.47562e-05
1	231	1	z^7+z^6+z^5+z^2+z+1	6.93505e-05	1.66866e-05	0.000243411	3.51816e-05
1	232	1	z^7+z^6+z^5+z^3	6.7859e-05	1.39933e-05	0.000239995	2.2792e-05
1	233	1	z^7+z^6+z^5+z^3+1	6.79996e-05	1.39094e-05	0.000240777	2.40433e-05
1	234	1	z^7+z^6+z^5+z^3+z	6.88261e-05	1.53064e-05	0.000242241	2.46348e-05
1	235	1	z^7+z^6+z^5+z^3+z+1	6.89891e-05	1.40558e-05	0.000244957	2.78156e-05
1	236	1	z^7+z^6+z^5+z^3+z^2	6.74478e-05	1.34286e-05	0.000240426	2.4121e-05
1	237	1	z^7+z^6+z^5+z^3+z^2+1	6.83828e-05	1.50597e-05	0.000245022	3.52182e-05
1	238	1	z^7+z^6+z^5+z^3+z^2+z	6.79353e-05	1.35551e-05	0.000243057	2.50973e-05
1	239	1	z^7+z^6+z^5+z^3+z^2+z+1	6.81235e-05	1.39875e-05	0.000241112	2.50223e-05
1	240	1	z^7+z^6+z^5+z^4	6.85691e-05	1.46206e-05	0.000242455	2.47749e-05
1	241	1	z^7+z^6+z^5+z^4+1	6.85784e-05	1.45951e-05	0.000242932	2.33172e-05
1	242	1	z^7+z^6+z^5+z^4+z	6.86152e-05	1.37615e-05	0.000243571	2.5055e-05
1	243	1	z^7+z^6+z^5+z^4+z+1	6.85342e-05	1.51157e-05	0.000242904	3.13409e-05
1	244	1	z^7+z^6+z^5+z^4+z^2	6.84555e-05	1.50496e-05	0.000240594	2.61692e-05
1	245	1	z^7+z^6+z^5+z^4+z^2+1	6.84168e-05	1.49171e-05	0.000242005	2.6688e-05
1	246	1	z^7+z^6+z^5+z^4+z^2+z	6.86441e-05	1.49528e-05	0.000243024	2.50745e-05
1	247	1	z^7+z^6+z^5+z^4+z^2+z+1	6.91153e-05	1.50486e-05	0.000243801	2.4475e-05
1	248	1	z^7+z^6+z^5+z^4+z^3	6.89919e-05	1.4652e-05	0.000244712	2.45151e-05
1	249	1	z^7+z^6+z^5+z^4+z^3+1	6.87921e-05	1.59864e-05	0.00024351	3.21293e-05
1	250	1	z^7+z^6+z^5+z^4+z^3+z	6.82143e-05	1.53905e-05	0.000241204	2.53884e-05
1	251	1	z^7+z^6+z^5+z^4+z^3+z+1	6.85728e-05	1.47883e-05	0.000243048	2.48822e-05
1	252	1	z^7+z^6+z^5+z^4+z^3+z^2	6.88215e-05	1.48275e-05	0.000241822	2.3653e-05
1	253	1	z^7+z^6+z^5+z^4+z^3+z^2+1	6.8102e-05	1.3438e-05	0.000240499	2.15476e-05
1	254	1	z^7+z^6+z^5+z^4+z^3+z^2+z	6.92997e-05	1.60367e-05	0.000241873	2.57165e-05
1	255	1	z^7+z^6+z^5+z^4+z^3+z^2+z+1	6.95921e-05	1.61134e-05	0.000245234	3.31651e-05
2	2	z	z	7.74874e-05	1.79988e-05	0.000242149	2.32227e-05
2	4	z	z^2	7.66618e-05	1.69023e-05	0.000243216	2.5215e-05
2	7	z	z^2+z+1	7.67042e-05	1.79008e-05	0.000243179	2.65576e-05
2	8	z	z^3	7.73221e-05	1.80592e-05	0.000243167	2.44928e-05
2	11	z	z^3+z+1	7.68765e-05	1.73501e-05	0.000242944	2.6162e-05
2	13	z	z^3+z^2+1	7.7731e-05	1.90593e-05	0.000244807	2.93904e-05
2	14	z	z^3+z^2+z	7.69533e-05	1.73173e-05	0.000242358	2.31383e-05
2	16	z	z^4	7.68988e-05	1.76467e-05	0.00024323	2.6697e-05
2	19	z	z^4+z+1	7.71461e-05	1.82605e-05	0.000242053	2.51254e-05
2	21	z	z^4+z^2+1	7.75666e-05	1.83508e-05	0.000245896	2.63376e-05
2	22	z	z^4+z^2+z	7.83214e-05	2.12636e-05	0.000244923	3.20154e-05
2	25	z	z^4+z^3+1	7.73547e-05	1.72881e-05	0.000245002	2.86303e-05
2	26	z	z^4+z^3+z	7.64597e-05	1.70876e-05	0.000241483	2.57438e-05
2	28	z	z^4+z^3+z^2	7.70334e-05	1.80354e-05	0.000243435	2.49301e-05
2	31	z	z^4+z^3+z^2+z+1	7.68607e-05	1.76014e-05	0.000243594	2.61961e-05
2	32	z	z^5	7.7263e-05	1.83011e-05	0.00024232	2.50193e-05
2	35	z	z^5+z+1	7.7059e-05	1.81983e-05	0.000243558	3.02536e-05
2	37	z	z^5+z^2+1	7.75745e-05	1.68752e-05	0.000244075	2.23182e-05
2	38	z	z^5+z^2+z	7.66991e-05	1.69599e-05	0.00024321	2.5515e-05
2	41	z	z^5+z^3+1	7.63945e-05	1.7179e-05	0.00024209	2.62996e-05
2	42	z	z^5+z^3+z	7.66777e-05	1.75355e-05	0.000242312	2.34421e-05
2	44	z	z^5+z^3+z^2	7.68788e-05	1.77609e-05	0.000243399	2.65106e-05
2	47	z	z^5+z^3+z^2+z+1	7.71559e-05	1.78545e-05	0.000243636	3.16471e-05
2	49	z	z^5+z^4+1	7.66348e-05	1.75481e-05	0.000243191	2.23823e-05
2	50	z	z^5+z^4+z	7.75596e-05	1.8847e-05	0.000242848	2.40327e-05
2	52	z	z^5+z^4+z^2	7.71312e-05	1.82903e-05	0.000242727	2.3193e-05
2	55	z	z^5+z^4+z^2+z+1	7.69915e-05	1.85856e-05	0.000242177	2.54648e-05
