mu	nu	muz	nuz	product_mean	product_std	matrix_mean	matrix_std
14	228	z^3+z^2+z	z^7+z^6+z^5+z^2	0.000103812	2.30754e-05	0.000266033	2.38135e-05
14	229	z^3+z^2+z	z^7+z^6+z^5+z^2+1	0.000102383	2.25822e-05	0.000265117	2.61957e-05
14	230	z^3+z^2+z	z^7+z^6+z^5+z^2+z	0.000101871	2.1479e-05	0.000262397	2.58505e-05
14	231	z^3+z^2+z	z^7+z^6+z^5+z^2+z+1	0.000102883	2.24369e-05	0.000264556	2.60903e-05
14	232	z^3+z^2+z	z^7+z^6+z^5+z^3	0.00010123	2.2617e-05	0.000262375	2.87103e-05
14	233	z^3+z^2+z	z^7+z^6+z^5+z^3+1	0.000101879	2.12542e-05	0.000263732	2.63821e-05
14	234	z^3+z^2+z	z^7+z^6+z^5+z^3+z	0.000101543	2.2643e-05	0.000262293	2.69389e-05
14	235	z^3+z^2+z	z^7+z^6+z^5+z^3+z+1	0.000101744	2.17883e-05	0.000263973	2.67669e-05
14	236	z^3+z^2+z	z^7+z^6+z^5+z^3+z^2	0.000102556	2.18782e-05	0.000265311	2.6885e-05
14	237	z^3+z^2+z	z^7+z^6+z^5+z^3+z^2+1	0.000100396	2.04879e-05	0.000261249	2.54283e-05
14	239	z^3+z^2+z	z^7+z^6+z^5+z^3+z^2+z+1	0.000101584	2.07351e-05	0.000262773	2.4651e-05
14	241	z^3+z^2+z	z^7+z^6+z^5+z^4+1	0.000102239	2.27825e-05	0.000262509	2.49309e-05
14	242	z^3+z^2+z	z^7+z^6+z^5+z^4+z	0.00010193	2.28267e-05	0.000263481	2.79454e-05
14	243	z^3+z^2+z	z^7+z^6+z^5+z^4+z+1	0.000102683	2.32608e-05	0.000262951	2.62528e-05
14	244	z^3+z^2+z	z^7+z^6+z^5+z^4+z^2	0.000102712	2.14456e-05	0.000265136	2.36749e-05
14	245	z^3+z^2+z	z^7+z^6+z^5+z^4+z^2+1	0.000101316	2.24747e-05	0.000260049	2.3822e-05
14	246	z^3+z^2+z	z^7+z^6+z^5+z^4+z^2+z	0.00010288	2.26493e-05	0.000264316	2.60696e-05
14	247	z^3+z^2+z	z^7+z^6+z^5+z^4+z^2+z+1	0.000102437	2.29539e-05	0.000265562	2.61739e-05
14	248	z^3+z^2+z	z^7+z^6+z^5+z^4+z^3	0.000101201	2.24488e-05	0.000260705	2.44694e-05
14	249	z^3+z^2+z	z^7+z^6+z^5+z^4+z^3+1	0.000103132	2.30931e-05	0.000263945	2.55499e-05
14	250	z^3+z^2+z	z^7+z^6+z^5+z^4+z^3+z	0.000101713	2.19905e-05	0.000261706	2.68465e-05
14	251	z^3+z^2+z	z^7+z^6+z^5+z^4+z^3+z+1	0.000101897	2.11807e-05	0.000263188	2.44084e-05
14	252	z^3+z^2+z	z^7+z^6+z^5+z^4+z^3+z^2	0.0001026	2.20595e-05	0.000264815	2.84546e-05
14	253	z^3+z^2+z	z^7+z^6+z^5+z^4+z^3+z^2+1	0.000102368	2.30168e-05	0.000263203	2.5751e-05
14	254	z^3+z^2+z	z^7+z^6+z^5+z^4+z^3+z^2+z	0.000102225	2.27259e-05	0.000265915	3.05005e-05
16	2	z^4	z	9.98587e-05	2.17556e-05	0.0002474	2.42138e-05
16	3	z^4	z+1	9.90666e-05	2.26392e-05	0.000244204	2.53299e-05
16	4	z^4	z^2	9.97046e-05	2.2066e-05	0.000245119	2.34255e-05
16	5	z^4	z^2+1	9.91011e-05	2.14559e-05	0.000245113	2.44862e-05
16	6	z^4	z^2+z	9.90615e-05	2.20672e-05	0.000245583	2.69021e-05
16	7	z^4	z^2+z+1	9.97763e-05	2.27792e-05	0.000245978	2.37846e-05
16	8	z^4	z^3	9.99235e-05	2.28803e-05	0.000244461	2.42404e-05
16	9	z^4	z^3+1	0.000100487	2.39297e-05	0.000245538	2.46115e-05
16	10	z^4	z^3+z	9.97661e-05	2.25506e-05	0.000245078	2.44866e-05
16	11	z^4	z^3+z+1	9.92082e-05	2.24137e-05	0.000244823	2.57003e-05
16	12	z^4	z^3+z^2	9.9232e-05	2.31419e-05	0.000245766	2.65921e-05
16	13	z^4	z^3+z^2+1	9.9923e-05	2.31134e-05	0.000246509	2.5425e-05
16	14	z^4	z^3+z^2+z	9.98438e-05	2.23323e-05	0.000246963	2.58873e-05
16	15	z^4	z^3+z^2+z+1	0.000102646	2.69254e-05	0.000252818	3.9507e-05
16	16	z^4	z^4	9.96799e-05	2.245e-05	0.000247593	2.49229e-05
16	18	z^4	z^4+z	9.98415e-05	2.31991e-05	0.00024682	2.63667e-05
16	19	z^4	z^4+z+1	9.97786e-05	2.25523e-05	0.000246083	2.58851e-05
16	20	z^4	z^4+z^2	0.000100484	2.20138e-05	0.000248112	2.44532e-05
16	21	z^4	z^4+z^2+1	0.000101443	2.27521e-05	0.000249889	2.36049e-05
16	22	z^4	z^4+z^2+z	0.000100141	2.31752e-05	0.000245628	2.41744e-05
16	23	z^4	z^4+z^2+z+1	9.88944e-05	2.27268e-05	0.000243796	2.71317e-05
16	24	z^4	z^4+z^3	0.000100096	2.23304e-05	0.000247203	2.5479e-05
16	25	z^4	z^4+z^3+1	9.89223e-05	2.1262e-05	0.000245667	2.52732e-05
16	26	z^4	z^4+z^3+z	9.99817e-05	2.27246e-05	0.000246079	2.39698e-05
16	27	z^4	z^4+z^3+z+1	9.91854e-05	2.31068e-05	0.000243716	2.4254e-05
16	28	z^4	z^4+z^3+z^2	9.92827e-05	2.24339e-05	0.000244735	2.30484e-05
16	29	z^4	z^4+z^3+z^2+1	9.82522e-05	2.16527e-05	0.000243144	2.60029e-05
16	30	z^4	z^4+z^3+z^2+z	9.91831e-05	2.28964e-05	0.000243736	2.45716e-05
16	31	z^4	z^4+z^3+z^2+z+1	9.84692e-05	2.25318e-05	0.000243854	2.49237e-05
16	32	z^4	z^5	0.000100722	2.33129e-05	0.000247562	2.19352e-05
16	33	z^4	z^5+1	9.98857e-05	2.3095e-05	0.000246523	2.54175e-05
16	35	z^4	z^5+z+1	9.91048e-05	2.25738e-05	0.000243462	2.40486e-05
16	36	z^4	z^5+z^2	9.85581e-05	2.16809e-05	0.000244292	2.47672e-05
16	37	z^4	z^5+z^2+1	9.8662e-05	2.2135e-05	0.000244377	2.58597e-05
16	38	z^4	z^5+z^2+z	9.89246e-05	2.37267e-05	0.00024459	2.69022e-05
16	39	z^4	z^5+z^2+z+1	9.99407e-05	2.2568e-05	0.000246133	2.50286e-05
16	40	z^4	z^5+z^3	9.90387e-05	2.26459e-05	0.000244511	2.46737e-05
16	41	z^4	z^5+z^3+1	0.000103712	3.12698e-05	0.00025576	4.772e-05
16	42	z^4	z^5+z^3+z	0.000122526	3.38786e-05	0.000306205	8.23137e-05
16	43	z^4	z^5+z^3+z+1	9.86024e-05	2.29403e-05	0.000244007	2.50837e-05
16	44	z^4	z^5+z^3+z^2	0.000100323	2.14321e-05	0.000247126	2.11238e-05
16	45	z^4	z^5+z^3+z^2+1	9.87719e-05	2.18919e-05	0.000244267	2.34839e-05
16	46	z^4	z^5+z^3+z^2+z	9.87267e-05	2.26524e-05	0.000242752	2.57432e-05
16	47	z^4	z^5+z^3+z^2+z+1	9.95081e-05	2.33505e-05	0.000245173	2.62378e-05
16	48	z^4	z^5+z^4	9.83491e-05	2.23215e-05	0.000242089	2.34724e-05
16	49	z^4	z^5+z^4+1	9.79854e-05	2.08949e-05	0.000243467	2.36022e-05
16	50	z^4	z^5+z^4+z	9.96706e-05	2.12215e-05	0.000248721	2.59443e-05
16	52	z^4	z^5+z^4+z^2	9.97065e-05	2.34079e-05	0.000246418	2.52223e-05
16	53	z^4	z^5+z^4+z^2+1	9.89106e-05	2.26231e-05	0.000243146	2.2292e-05
16	54	z^4	z^5+z^4+z^2+z	9.90573e-05	2.25365e-05	0.000244482	2.71338e-05
16	55	z^4	z^5+z^4+z^2+z+1	9.89041e-05	2.25861e-05	0.00024376	2.25806e-05
16	56	z^4	z^5+z^4+z^3	9.85786e-05	2.16249e-05	0.000245348	2.44518e-05
16	57	z^4	z^5+z^4+z^3+1	9.97032e-05	2.16874e-05	0.000246786	2.39607e-05
16	58	z^4	z^5+z^4+z^3+z	9.91174e-05	2.29371e-05	0.000244737	2.75596e-05
16	59	z^4	z^5+z^4+z^3+z+1	9.95132e-05	2.28877e-05	0.000243218	2.27251e-05
16	60	z^4	z^5+z^4+z^3+z^2	9.90275e-05	2.29769e-05	0.000243156	2.55909e-05
16	61	z^4	z^5+z^4+z^3+z^2+1	9.87416e-05	2.21247e-05	0.000244413	2.59249e-05
16	62	z^4	z^5+z^4+z^3+z^2+z	0.000100124	2.28414e-05	0.000245443	2.19697e-05
16	63	z^4	z^5+z^4+z^3+z^2+z+1	9.96445e-05	2.21341e-05	0.000247953	2.75901e-05
16	64	z^4	z^6	9.82885e-05	2.08879e-05	0.00024454	2.69051e-05
16	65	z^4	z^6+1	9.87225e-05	2.22122e-05	0.000245463	2.74679e-05
16	66	z^4	z^6+z	9.90904e-05	2.23608e-05	0.000245629	2.38806e-05
16	67	z^4	z^6+z+1	0.000101218	2.45991e-05	0.000249861	3.1648e-05
16	69	z^4	z^6+z^2+1	9.94573e-05	2.26262e-05	0.000245243	2.43132e-05
16	70	z^4	z^6+z^2+z	0.00010023	2.21346e-05	0.000248986	2.33275e-05
16	71	z^4	z^6+z^2+z+1	9.98229e-05	2.22876e-05	0.000245719	2.43763e-05
16	72	z^4	z^6+z^3	9.94252e-05	2.31618e-05	0.000245826	2.65547e-05
16	73	z^4	z^6+z^3+1	9.91169e-05	2.29567e-05	0.000245542	2.65075e-05
16	74	z^4	z^6+z^3+z	9.97218e-05	2.42541e-05	0.000246142	2.52981e-05
16	75	z^4	z^6+z^3+z+1	9.90815e-05	2.32797e-05	0.00024439	2.64509e-05
16	76	z^4	z^6+z^3+z^2	9.94988e-05	2.19784e-05	0.000244921	2.15502e-05
16	77	z^4	z^6+z^3+z^2+1	9.72478e-05	2.10113e-05	0.000243208	2.59944e-05
16	78	z^4	z^6+z^3+z^2+z	9.82527e-05	2.25951e-05	0.000244788	2.43437e-05
16	79	z^4	z^6+z^3+z^2+z+1	9.96338e-05	2.40136e-05	0.000244764	2.57406e-05
16	80	z^4	z^6+z^4	9.87458e-05	2.22087e-05	0.000244479	2.54634e-05
16	81	z^4	z^6+z^4+1	9.9435e-05	2.17555e-05	0.000245551	2.58669e-05
16	82	z^4	z^6+z^4+z	9.90732e-05	2.21367e-05	0.0002457	2.48364e-05
16	83	z^4	z^6+z^4+z+1	9.83314e-05	2.1527e-05	0.000245168	2.51277e-05
16	84	z^4	z^6+z^4+z^2	9.87533e-05	2.28696e-05	0.000245124	2.61333e-05
16	86	z^4	z^6+z^4+z^2+z	9.98578e-05	2.3297e-05	0.000246557	2.49742e-05
16	87	z^4	z^6+z^4+z^2+z+1	9.87942e-05	2.23841e-05	0.000246154	2.85089e-05
16	88	z^4	z^6+z^4+z^3	9.96068e-05	2.17679e-05	0.000246599	2.34311e-05
16	89	z^4	z^6+z^4+z^3+1	9.87854e-05	2.22578e-05	0.00024467	2.78665e-05
16	90	z^4	z^6+z^4+z^3+z	9.92906e-05	2.3309e-05	0.000245108	2.39924e-05
16	91	z^4	z^6+z^4+z^3+z+1	9.88892e-05	2.17344e-05	0.000245241	2.15746e-05
16	92	z^4	z^6+z^4+z^3+z^2	9.85898e-05	2.23705e-05	0.000244291	2.31098e-05
16	93	z^4	z^6+z^4+z^3+z^2+1	9.78648e-05	2.20966e-05	0.000244493	2.7201e-05
16	94	z^4	z^6+z^4+z^3+z^2+z	9.99784e-05	2.32496e-05	0.000245346	2.40091e-05
16	95	z^4	z^6+z^4+z^3+z^2+z+1	9.83435e-05	2.2699e-05	0.000242986	2.61642e-05
16	96	z^4	z^6+z^5	9.89176e-05	2.23135e-05	0.000244641	2.69467e-05
16	97	z^4	z^6+z^5+1	9.87356e-05	2.23307e-05	0.000245815	2.49449e-05
16	98	z^4	z^6+z^5+z	9.86704e-05	2.30274e-05	0.000242577	2.42779e-05
16	99	z^4	z^6+z^5+z+1	9.8242e-05	2.10844e-05	0.000244364	2.37823e-05
16	100	z^4	z^6+z^5+z^2	9.97698e-05	2.2201e-05	0.000245187	2.43103e-05
16	101	z^4	z^6+z^5+z^2+1	9.94615e-05	2.3038e-05	0.000244429	2.46683e-05
16	103	z^4	z^6+z^5+z^2+z+1	9.87551e-05	2.25861e-05	0.000244832	2.55866e-05
16	104	z^4	z^6+z^5+z^3	9.84659e-05	2.18814e-05	0.000243739	2.39511e-05
16	105	z^4	z^6+z^5+z^3+1	9.89554e-05	2.22414e-05	0.000244318	2.48536e-05
16	106	z^4	z^6+z^5+z^3+z	9.89148e-05	2.27507e-05	0.000243245	2.40837e-05
16	107	z^4	z^6+z^5+z^3+z+1	9.95342e-05	2.20235e-05	0.000244434	2.06018e-05
16	108	z^4	z^6+z^5+z^3+z^2	9.9292e-05	2.32032e-05	0.000245241	2.5606e-05
16	109	z^4	z^6+z^5+z^3+z^2+1	9.86815e-05	2.27383e-05	0.000244459	2.62839e-05
16	110	z^4	z^6+z^5+z^3+z^2+z	9.81549e-05	2.22733e-05	0.000243768	2.48943e-05
16	111	z^4	z^6+z^5+z^3+z^2+z+1	9.87402e-05	2.19086e-05	0.000244873	2.49371e-05
16	112	z^4	z^6+z^5+z^4	9.89721e-05	2.19552e-05	0.000245558	2.37123e-05
16	113	z^4	z^6+z^5+z^4+1	9.86662e-05	2.25612e-05	0.000245522	2.45142e-05
16	114	z^4	z^6+z^5+z^4+z	9.88739e-05	2.27108e-05	0.000245629	2.58842e-05
16	115	z^4	z^6+z^5+z^4+z+1	9.80706e-05	2.21452e-05	0.000243485	2.30689e-05
16	116	z^4	z^6+z^5+z^4+z^2	9.78801e-05	2.13744e-05	0.000241848	2.43427e-05
16	117	z^4	z^6+z^5+z^4+z^2+1	9.69847e-05	2.13801e-05	0.000244045	2.54021e-05
16	118	z^4	z^6+z^5+z^4+z^2+z	9.8824e-05	2.14159e-05	0.000245398	2.27016e-05
16	120	z^4	z^6+z^5+z^4+z^3	0.000101687	2.48847e-05	0.000249375	3.13678e-05
16	121	z^4	z^6+z^5+z^4+z^3+1	9.92208e-05	2.21814e-05	0.000245471	2.60229e-05
16	122	z^4	z^6+z^5+z^4+z^3+z	9.90415e-05	2.2579e-05	0.000244269	2.31455e-05
16	123	z^4	z^6+z^5+z^4+z^3+z+1	9.83113e-05	2.26187e-05	0.000242047	2.2847e-05
16	124	z^4	z^6+z^5+z^4+z^3+z^2	9.86038e-05	2.1814e-05	0.000242813	2.179e-05
16	125	z^4	z^6+z^5+z^4+z^3+z^2+1	9.89032e-05	2.16244e-05	0.000243913	2.27013e-05
16	126	z^4	z^6+z^5+z^4+z^3+z^2+z	9.87025e-05	2.13317e-05	0.000245634	2.5749e-05
16	127	z^4	z^6+z^5+z^4+z^3+z^2+z+1	9.90424e-05	2.296e-05	0.000242996	2.48675e-05
16	128	z^4	z^7	9.86559e-05	2.23512e-05	0.000244078	2.35088e-05
16	129	z^4	z^7+1	9.91067e-05	2.34497e-05	0.000245073	2.64663e-05
16	130	z^4	z^7+z	9.84608e-05	2.24677e-05	0.000243648	2.63318e-05
16	131	z^4	z^7+z+1	9.9788e-05	2.26215e-05	0.000247098	2.30533e-05
16	132	z^4	z^7+z^2	9.87081e-05	2.2412e-05	0.000245653	2.64886e-05
16	133	z^4	z^7+z^2+1	9.83225e-05	2.17383e-05	0.000244264	2.57097e-05
16	134	z^4	z^7+z^2+z	9.88445e-05	2.30106e-05	0.000243692	2.59418e-05
16	135	z^4	z^7+z^2+z+1	9.7773e-05	2.15262e-05	0.000243519	2.56422e-05
16	137	z^4	z^7+z^3+1	9.92082e-05	2.27328e-05	0.000244494	2.50447e-05
16	138	z^4	z^7+z^3+z	9.95304e-05	2.3144e-05	0.000246032	2.37613e-05
16	139	z^4	z^7+z^3+z+1	9.92068e-05	2.36155e-05	0.000243677	2.52466e-05
16	140	z^4	z^7+z^3+z^2	9.80622e-05	2.26168e-05	0.000242706	2.44925e-05
16	141	z^4	z^7+z^3+z^2+1	9.8092e-05	2.19198e-05	0.000244359	2.52016e-05
16	142	z^4	z^7+z^3+z^2+z	9.85023e-05	2.30207e-05	0.000242279	2.33389e-05
16	143	z^4	z^7+z^3+z^2+z+1	9.93419e-05	2.24408e-05	0.000244339	2.22663e-05
16	144	z^4	z^7+z^4	0.000100283	2.3264e-05	0.000246089	2.55173e-05
16	145	z^4	z^7+z^4+1	9.80827e-05	2.25503e-05	0.000242386	2.35817e-05
16	146	z^4	z^7+z^4+z	9.81777e-05	2.23185e-05	0.000243571	2.37509e-05
16	147	z^4	z^7+z^4+z+1	9.83728e-05	2.15014e-05	0.00024392	2.54993e-05
16	148	z^4	z^7+z^4+z^2	9.793e-05	2.23516e-05	0.000244098	2.73287e-05
16	149	z^4	z^7+z^4+z^2+1	9.91831e-05	2.23412e-05	0.000246613	2.60178e-05
16	150	z^4	z^7+z^4+z^2+z	9.91873e-05	2.22798e-05	0.000244884	2.64777e-05
16	151	z^4	z^7+z^4+z^2+z+1	9.85707e-05	2.22972e-05	0.000243919	2.35362e-05
16	152	z^4	z^7+z^4+z^3	9.85656e-05	2.27468e-05	0.000246271	2.89377e-05
16	154	z^4	z^7+z^4+z^3+z	9.91952e-05	2.25215e-05	0.000245073	2.55266e-05
16	155	z^4	z^7+z^4+z^3+z+1	9.94811e-05	2.20122e-05	0.000247345	3.42357e-05
16	156	z^4	z^7+z^4+z^3+z^2	0.00010006	2.22769e-05	0.000246536	2.36847e-05
16	157	z^4	z^7+z^4+z^3+z^2+1	9.87453e-05	2.21846e-05	0.000243702	2.355e-05
16	158	z^4	z^7+z^4+z^3+z^2+z	9.7686e-05	2.16032e-05	0.000243586	2.63411e-05
16	159	z^4	z^7+z^4+z^3+z^2+z+1	9.90899e-05	2.26061e-05	0.000245538	2.56834e-05
16	160	z^4	z^7+z^5	9.96562e-05	2.34149e-05	0.000246764	2.5462e-05
16	161	z^4	z^7+z^5+1	9.84468e-05	2.18865e-05	0.000244617	2.58978e-05
16	162	z^4	z^7+z^5+z	0.000100089	2.23811e-05	0.000246886	2.45798e-05
16	163	z^4	z^7+z^5+z+1	9.85702e-05	2.21659e-05	0.000245553	2.68245e-05
16	164	z^4	z^7+z^5+z^2	9.8391e-05	2.1801e-05	0.000244599	2.71604e-05
16	165	z^4	z^7+z^5+z^2+1	9.97102e-05	2.33601e-05	0.000245442	2.53593e-05
16	166	z^4	z^7+z^5+z^2+z	9.97232e-05	2.27337e-05	0.000245185	2.48734e-05
16	167	z^4	z^7+z^5+z^2+z+1	0.000100017	2.30089e-05	0.000246007	2.52791e-05
16	168	z^4	z^7+z^5+z^3	9.98629e-05	2.18084e-05	0.00024676	2.45464e-05
16	169	z^4	z^7+z^5+z^3+1	9.88725e-05	2.20678e-05	0.000244758	2.45749e-05
16	171	z^4	z^7+z^5+z^3+z+1	9.84333e-05	2.12285e-05	0.000245454	2.57343e-05
16	172	z^4	z^7+z^5+z^3+z^2	0.000100384	2.29457e-05	0.000247503	2.58542e-05
16	173	z^4	z^7+z^5+z^3+z^2+1	9.97861e-05	2.24091e-05	0.000246001	2.54357e-05
16	174	z^4	z^7+z^5+z^3+z^2+z	0.000100322	2.3629e-05	0.000246356	2.60112e-05
16	175	z^4	z^7+z^5+z^3+z^2+z+1	0.000100465	2.16287e-05	0.000249637	2.36255e-05
16	176	z^4	z^7+z^5+z^4	9.98187e-05	2.34716e-05	0.000245131	2.54981e-05
16	177	z^4	z^7+z^5+z^4+1	9.95779e-05	2.3371e-05	0.00024453	2.48103e-05
16	178	z^4	z^7+z^5+z^4+z	9.86797e-05	2.20334e-05	0.000244397	2.34607e-05
16	179	z^4	z^7+z^5+z^4+z+1	9.98247e-05	2.27844e-05	0.000246482	2.45873e-05
16	180	z^4	z^7+z^5+z^4+z^2	0.000100056	2.32132e-05	0.000246143	2.43677e-05
16	181	z^4	z^7+z^5+z^4+z^2+1	0.000100863	2.28227e-05	0.000249783	2.66721e-05
16	182	z^4	z^7+z^5+z^4+z^2+z	9.92096e-05	2.30835e-05	0.00024226	2.35511e-05
16	183	z^4	z^7+z^5+z^4+z^2+z+1	9.94275e-05	2.23994e-05	0.000245704	2.39791e-05
16	184	z^4	z^7+z^5+z^4+z^3	9.94965e-05	2.28098e-05	0.00024592	2.48199e-05
16	185	z^4	z^7+z^5+z^4+z^3+1	9.90541e-05	2.25684e-05	0.000243851	2.60241e-05
16	186	z^4	z^7+z^5+z^4+z^3+z	0.000100121	2.34657e-05	0.000245774	2.22661e-05
16	188	z^4	z^7+z^5+z^4+z^3+z^2	9.92063e-05	2.32483e-05	0.000244868	2.67254e-05
16	189	z^4	z^7+z^5+z^4+z^3+z^2+1	9.93591e-05	2.20163e-05	0.000245382	2.71158e-05
16	190	z^4	z^7+z^5+z^4+z^3+z^2+z	9.87761e-05	2.21997e-05	0.000244307	2.55833e-05
16	191	z^4	z^7+z^5+z^4+z^3+z^2+z+1	0.000100961	2.28139e-05	0.000247357	2.5049e-05
16	192	z^4	z^7+z^6	9.86704e-05	2.14926e-05	0.000246353	2.8192e-05
16	193	z^4	z^7+z^6+1	9.93349e-05	2.18008e-05	0.000246442	2.40977e-05
16	194	z^4	z^7+z^6+z	9.88338e-05	2.10656e-05	0.000245543	2.43425e-05
16	195	z^4	z^7+z^6+z+1	9.98206e-05	2.27682e-05	0.000246053	2.58335e-05
16	196	z^4	z^7+z^6+z^2	9.90382e-05	2.22653e-05	0.000243538	2.36119e-05
16	197	z^4	z^7+z^6+z^2+1	9.97023e-05	2.35966e-05	0.000244869	2.4407e-05
16	198	z^4	z^7+z^6+z^2+z	9.87109e-05	2.2493e-05	0.000245666	2.62555e-05
16	199	z^4	z^7+z^6+z^2+z+1	9.89567e-05	2.08043e-05	0.000246176	2.42719e-05
16	200	z^4	z^7+z^6+z^3	9.92408e-05	2.29999e-05	0.00024395	2.40063e-05
16	201	z^4	z^7+z^6+z^3+1	0.000100479	2.25061e-05	0.000247865	2.32085e-05
16	202	z^4	z^7+z^6+z^3+z	9.98345e-05	2.33936e-05	0.000247554	2.68116e-05
16	203	z^4	z^7+z^6+z^3+z+1	9.90429e-05	2.30154e-05	0.000244104	2.30604e-05
16	205	z^4	z^7+z^6+z^3+z^2+1	9.84599e-05	2.26476e-05	0.000245257	2.73307e-05
16	206	z^4	z^7+z^6+z^3+z^2+z	0.000100029	2.21745e-05	0.000246808	2.4293e-05
16	207	z^4	z^7+z^6+z^3+z^2+z+1	9.95346e-05	2.20238e-05	0.00024718	2.32263e-05
16	208	z^4	z^7+z^6+z^4	9.89074e-05	2.2449e-05	0.000244974	2.51298e-05
16	209	z^4	z^7+z^6+z^4+1	9.88641e-05	2.3527e-05	0.000243654	2.54839e-05
16	210	z^4	z^7+z^6+z^4+z	9.93097e-05	2.24969e-05	0.000245769	2.50144e-05
16	211	z^4	z^7+z^6+z^4+z+1	9.94937e-05	2.29996e-05	0.000245882	2.32602e-05
16	212	z^4	z^7+z^6+z^4+z^2	0.000100241	2.28231e-05	0.000245965	2.29363e-05
16	213	z^4	z^7+z^6+z^4+z^2+1	9.90876e-05	2.09718e-05	0.000246159	2.34033e-05
16	214	z^4	z^7+z^6+z^4+z^2+z	9.96981e-05	2.29366e-05	0.000246739	2.45664e-05
16	215	z^4	z^7+z^6+z^4+z^2+z+1	9.91584e-05	2.20408e-05	0.000245063	2.51802e-05
16	216	z^4	z^7+z^6+z^4+z^3	9.85884e-05	2.23505e-05	0.000244153	2.58239e-05
16	217	z^4	z^7+z^6+z^4+z^3+1	9.90448e-05	2.23081e-05	0.000244502	2.52253e-05
16	218	z^4	z^7+z^6+z^4+z^3+z	0.000100229	2.15887e-05	0.000247451	2.29603e-05
16	219	z^4	z^7+z^6+z^4+z^3+z+1	9.96739e-05	2.23952e-05	0.000245863	2.60343e-05
16	220	z^4	z^7+z^6+z^4+z^3+z^2	9.91034e-05	2.21562e-05	0.000245281	2.44002e-05
16	222	z^4	z^7+z^6+z^4+z^3+z^2+z	9.94392e-05	2.39414e-05	0.000244867	2.58935e-05
16	223	z^4	z^7+z^6+z^4+z^3+z^2+z+1	9.94354e-05	2.31126e-05	0.000243849	2.47524e-05
16	224	z^4	z^7+z^6+z^5	0.00010005	2.29077e-05	0.000246577	2.48672e-05
16	225	z^4	z^7+z^6+z^5+1	0.000100014	2.20739e-05	0.000246686	2.45867e-05
16	226	z^4	z^7+z^6+z^5+z	9.89339e-05	2.22396e-05	0.000245059	2.54492e-05
16	227	z^4	z^7+z^6+z^5+z+1	9.98913e-05	2.31262e-05	0.000246183	2.7335e-05
16	228	z^4	z^7+z^6+z^5+z^2	9.90401e-05	2.22595e-05	0.000243916	2.31442e-05
16	229	z^4	z^7+z^6+z^5+z^2+1	9.86564e-05	2.27194e-05	0.000245057	2.49891e-05
16	230	z^4	z^7+z^6+z^5+z^2+z	0.000100312	2.21625e-05	0.000248568	2.08417e-05
16	231	z^4	z^7+z^6+z^5+z^2+z+1	9.91672e-05	2.24997e-05	0.000247094	2.41839e-05
16	232	z^4	z^7+z^6+z^5+z^3	9.87677e-05	2.2242e-05	0.000243898	2.51646e-05
16	233	z^4	z^7+z^6+z^5+z^3+1	0.000101133	2.30633e-05	0.000247882	2.39077e-05
16	234	z^4	z^7+z^6+z^5+z^3+z	9.86233e-05	2.18853e-05	0.000245293	2.51704e-05
16	235	z^4	z^7+z^6+z^5+z^3+z+1	9.89065e-05	2.29126e-05	0.000246193	2.63674e-05
16	236	z^4	z^7+z^6+z^5+z^3+z^2	9.98452e-05	2.24274e-05	0.000246047	2.40354e-05
16	237	z^4	z^7+z^6+z^5+z^3+z^2+1	9.97731e-05	2.20155e-05	0.000246086	2.30409e-05
16	239	z^4	z^7+z^6+z^5+z^3+z^2+z+1	9.86564e-05	2.18303e-05	0.000244542	2.47699e-05
16	240	z^4	z^7+z^6+z^5+z^4	9.90564e-05	2.18716e-05	0.000242387	2.39675e-05
16	241	z^4	z^7+z^6+z^5+z^4+1	9.87342e-05	2.22769e-05	0.000242391	2.36117e-05
16	242	z^4	z^7+z^6+z^5+z^4+z	0.000100718	2.48172e-05	0.000246835	2.41538e-05
16	243	z^4	z^7+z^6+z^5+z^4+z+1	0.000100811	2.24583e-05	0.00024858	2.15306e-05
16	244	z^4	z^7+z^6+z^5+z^4+z^2	0.000100085	2.26464e-05	0.000245364	2.54329e-05
16	245	z^4	z^7+z^6+z^5+z^4+z^2+1	0.000100398	2.32926e-05	0.000246899	2.75973e-05
16	246	z^4	z^7+z^6+z^5+z^4+z^2+z	9.94913e-05	2.2426e-05	0.000246013	2.70494e-05
16	247	z^4	z^7+z^6+z^5+z^4+z^2+z+1	0.000100245	2.29545e-05	0.00024505	2.49121e-05
16	248	z^4	z^7+z^6+z^5+z^4+z^3	0.000100133	2.34485e-05	0.00024695	2.60714e-05
16	249	z^4	z^7+z^6+z^5+z^4+z^3+1	0.000100395	2.24702e-05	0.000248478	2.59614e-05
16	250	z^4	z^7+z^6+z^5+z^4+z^3+z	9.97884e-05	2.26448e-05	0.000246904	2.75596e-05
16	251	z^4	z^7+z^6+z^5+z^4+z^3+z+1	9.93237e-05	2.24916e-05	0.000245077	2.51289e-05
16	252	z^4	z^7+z^6+z^5+z^4+z^3+z^2	9.98392e-05	2.2991e-05	0.00024665	2.61183e-05
16	253	z^4	z^7+z^6+z^5+z^4+z^3+z^2+1	9.93651e-05	2.2152e-05	0.00024713	2.30517e-05
16	254	z^4	z^7+z^6+z^5+z^4+z^3+z^2+z	0.000100217	2.30755e-05	0.000246981	2.74259e-05
19	2	z^4+z+1	z	0.000109123	2.39684e-05	0.00027009	2.72756e-05
