z^2+z+1,z^4+z^2+z,z
z^2+z+1,z^4+z^2+z,z^2
z^2+z+1,z^4+z^2+z,z^3
z^2+z+1,z^4+z^2+z,z^4
z^3+z+1,z^3+z^2+z,z
z^3+z+1,z^3+z^2+z,z^2
z^3+z+1,z^3+z^2+z,z^3
z^3+z+1,z^3+z^2+z,z^4
z^3+z^2+1,z^4+z+1,z
z^3+z^2+1,z^4+z+1,z^2
z^3+z^2+1,z^4+z+1,z^3
z^3+z^2+1,z^4+z+1,z^4
z^4+z^2+1,z^4+z^3+z^2,z
z^4+z^2+1,z^4+z^3+z^2,z^2
z^4+z^2+1,z^4+z^3+z^2,z^3
z^4+z^2+1,z^4+z^3+z^2,z^4
z^4+z^3+1,z^4+z^3+z,z
z^4+z^3+1,z^4+z^3+z,z^2
z^4+z^3+1,z^4+z^3+z,z^3
z^4+z^3+1,z^4+z^3+z,z^4
