2015-09-05T13:58:50.944990 INFO   :R0: fins invertible elements:
2015-09-05T13:58:50.982374 INFO   :	candidate found: (z^7+z^6+1,z^7+z^6+z^4+z^3+z)
2015-09-05T13:58:50.984016 INFO   :	candidate found: (z^7+z^6+z^3+z^2+1,z^7+z^6+z^3+z^2+1)
2015-09-05T13:58:50.992293 INFO   :	candidate found: (z^7+z^6+z^4+z^3+z^2,z^7+z^6+z^4+z^3+z^2)
2015-09-05T13:58:50.992907 INFO   :	candidate found: (z^7+z^6+z^4+z^3+z^2+z+1,z^7+z^6+z^5+z^4+z^2+z+1)
2015-09-05T13:58:50.995375 INFO   :	candidate found: (z^7+z^6+z^5+z^3+z^2+z+1,z^7+z^6+z^5+z^3+z^2+z+1)
2015-09-05T13:58:50.997344 INFO   :	candidate found: (z^7+z^6+z^5+z^4+z^3+z^2+z,z^7+z^6+z^5+z^4+z^3+z^2+z)
2015-09-05T13:58:50.997672 INFO   :R0: Found 71 candidates and 127 non invertible (256 total elements)
2015-09-05T13:58:51.002513 INFO   :R1: invertible elements shall not have itself as inverse
2015-09-05T13:58:51.004179 INFO   :R1: left 56 candidates
2015-09-05T13:58:51.010300 INFO   :R2: balanced hamming weights
2015-09-05T13:58:51.010655 INFO   :	R2a: weights in the classification: [8, 2, 14, 10, 6]
2015-09-05T13:58:51.010877 INFO   :	R2a: left 32 candidates
2015-09-05T13:58:51.011167 INFO   :	R2b: weights classification: [(5, 3), (3, 5)]
2015-09-05T13:58:51.011408 INFO   :	R2b: left 32 candidates
2015-09-05T13:58:51.011617 INFO   :R2: left 32 candidates
2015-09-05T13:58:51.015287 INFO   :R3: Find nu(z) candidates and select triplets with closer hamming weight to (w/2)*3.
2015-09-05T13:58:51.015500 INFO   :	And from here, the winner is the one with timming results.
2015-09-05T13:58:51.084639 INFO   :There are 2240 classified to check their timming
2015-09-05T13:58:54.622933 INFO   :		[3%]Candidate (z^3+z+1,z^7+z^6+z^5+z^2+1,z^4+z^2+z+1) = 0.000106 (std 2.67925e-05)
2015-09-05T13:58:54.841336 INFO   :		[3%]Candidate (z^3+z+1,z^7+z^6+z^5+z^2+1,z^4+z^3+z^2+1) = 0.000114 (std 2.96768e-05)
2015-09-05T13:58:55.053655 INFO   :		[3%]Candidate (z^3+z+1,z^7+z^6+z^5+z^2+1,z^5+z^3+z+1) = 0.000106 (std 2.66232e-05)
2015-09-05T13:58:55.261596 INFO   :		[3%]Candidate (z^3+z+1,z^7+z^6+z^5+z^2+1,z^5+z^3+z^2+z) = 0.000106 (std 2.66103e-05)
2015-09-05T13:58:55.474061 INFO   :		[3%]Candidate (z^3+z+1,z^7+z^6+z^5+z^2+1,z^5+z^4+z^2+1) = 0.000108 (std 2.82349e-05)
2015-09-05T13:58:55.687152 INFO   :		[3%]Candidate (z^3+z+1,z^7+z^6+z^5+z^2+1,z^5+z^4+z^3+z) = 0.000106 (std 2.67805e-05)
2015-09-05T13:58:55.870956 INFO   :		[3%]Candidate (z^3+z+1,z^7+z^6+z^5+z^2+1,z^6+z^2+z+1) = 0.000107 (std 2.6995e-05)
2015-09-05T13:58:56.072310 INFO   :		[3%]Candidate (z^3+z+1,z^7+z^6+z^5+z^2+1,z^6+z^3+z^2+1) = 0.000106 (std 2.66752e-05)
2015-09-05T13:58:56.259730 INFO   :		[3%]Candidate (z^3+z+1,z^7+z^6+z^5+z^2+1,z^6+z^4+z+1) = 0.000107 (std 2.73416e-05)
2015-09-05T13:58:56.485511 INFO   :		[4%]Candidate (z^3+z+1,z^7+z^6+z^5+z^2+1,z^6+z^4+z^2+z) = 0.000121 (std 4.42424e-05)
2015-09-05T13:58:56.667193 INFO   :		[4%]Candidate (z^3+z+1,z^7+z^6+z^5+z^2+1,z^6+z^4+z^3+1) = 0.000108 (std 2.72329e-05)
2015-09-05T13:58:56.852009 INFO   :		[4%]Candidate (z^3+z+1,z^7+z^6+z^5+z^2+1,z^6+z^4+z^3+z^2) = 0.000106 (std 2.6594e-05)
2015-09-05T13:58:57.067647 INFO   :		[4%]Candidate (z^3+z+1,z^7+z^6+z^5+z^2+1,z^6+z^5+z^2+1) = 0.000112 (std 3.42435e-05)
2015-09-05T13:58:57.302870 INFO   :		[4%]Candidate (z^3+z+1,z^7+z^6+z^5+z^2+1,z^6+z^5+z^3+z) = 0.000112 (std 3.17332e-05)
2015-09-05T13:58:57.501328 INFO   :		[4%]Candidate (z^3+z+1,z^7+z^6+z^5+z^2+1,z^6+z^5+z^4+1) = 0.000113 (std 3.11993e-05)
2015-09-05T13:58:57.700555 INFO   :		[4%]Candidate (z^3+z+1,z^7+z^6+z^5+z^2+1,z^6+z^5+z^4+z^2) = 0.000109 (std 2.88036e-05)
2015-09-05T13:58:57.930615 INFO   :		[4%]Candidate (z^3+z+1,z^7+z^6+z^5+z^2+1,z^7+z^3+z+1) = 0.000107 (std 2.69018e-05)
2015-09-05T13:58:58.190170 INFO   :		[4%]Candidate (z^3+z+1,z^7+z^6+z^5+z^2+1,z^7+z^3+z^2+z) = 0.000128 (std 5.51994e-05)
2015-09-05T13:58:58.422521 INFO   :		[4%]Candidate (z^3+z+1,z^7+z^6+z^5+z^2+1,z^7+z^4+z^2+1) = 0.000110 (std 3.00069e-05)
2015-09-05T13:58:58.656987 INFO   :		[5%]Candidate (z^3+z+1,z^7+z^6+z^5+z^2+1,z^7+z^4+z^3+z) = 0.000106 (std 2.64552e-05)
2015-09-05T13:58:58.868653 INFO   :		[5%]Candidate (z^3+z+1,z^7+z^6+z^5+z^2+1,z^7+z^5+z+1) = 0.000117 (std 3.76172e-05)
2015-09-05T13:58:59.091775 INFO   :		[5%]Candidate (z^3+z+1,z^7+z^6+z^5+z^2+1,z^7+z^5+z^2+z) = 0.000108 (std 3.06487e-05)
2015-09-05T13:58:59.288039 INFO   :		[5%]Candidate (z^3+z+1,z^7+z^6+z^5+z^2+1,z^7+z^5+z^3+1) = 0.000117 (std 4.36496e-05)
2015-09-05T13:58:59.509327 INFO   :		[5%]Candidate (z^3+z+1,z^7+z^6+z^5+z^2+1,z^7+z^5+z^3+z^2) = 0.000123 (std 4.24935e-05)
2015-09-05T13:58:59.724850 INFO   :		[5%]Candidate (z^3+z+1,z^7+z^6+z^5+z^2+1,z^7+z^5+z^4+z) = 0.000106 (std 2.67375e-05)
2015-09-05T13:58:59.913415 INFO   :		[5%]Candidate (z^3+z+1,z^7+z^6+z^5+z^2+1,z^7+z^5+z^4+z^3) = 0.000106 (std 2.76604e-05)
2015-09-05T13:59:00.159926 INFO   :		[5%]Candidate (z^3+z+1,z^7+z^6+z^5+z^2+1,z^7+z^6+z^2+1) = 0.000126 (std 4.93027e-05)
2015-09-05T13:59:00.398206 INFO   :		[5%]Candidate (z^3+z+1,z^7+z^6+z^5+z^2+1,z^7+z^6+z^3+z) = 0.000109 (std 2.95901e-05)
2015-09-05T13:59:00.609099 INFO   :		[5%]Candidate (z^3+z+1,z^7+z^6+z^5+z^2+1,z^7+z^6+z^4+1) = 0.000113 (std 3.63311e-05)
2015-09-05T13:59:00.830348 INFO   :		[5%]Candidate (z^3+z+1,z^7+z^6+z^5+z^2+1,z^7+z^6+z^4+z^2) = 0.000113 (std 3.64518e-05)
2015-09-05T13:59:01.060037 INFO   :		[6%]Candidate (z^3+z+1,z^7+z^6+z^5+z^2+1,z^7+z^6+z^5+z) = 0.000106 (std 2.67395e-05)
2015-09-05T13:59:01.334782 INFO   :		[6%]Candidate (z^3+z+1,z^7+z^6+z^5+z^2+1,z^7+z^6+z^5+z^3) = 0.000153 (std 5.23513e-05)
2015-09-05T13:59:04.696212 INFO   :		[9%]Candidate (z^3+z^2+z,z^6+z^4+z^3+z+1,z^4+z^2+z+1) = 0.000104 (std 2.72791e-05)
2015-09-05T13:59:04.900761 INFO   :		[9%]Candidate (z^3+z^2+z,z^6+z^4+z^3+z+1,z^4+z^3+z+1) = 0.000121 (std 4.66009e-05)
2015-09-05T13:59:05.088750 INFO   :		[9%]Candidate (z^3+z^2+z,z^6+z^4+z^3+z+1,z^4+z^3+z^2+1) = 0.000111 (std 3.57829e-05)
2015-09-05T13:59:05.266463 INFO   :		[9%]Candidate (z^3+z^2+z,z^6+z^4+z^3+z+1,z^5+z^2+z+1) = 0.000104 (std 2.30309e-05)
2015-09-05T13:59:05.447884 INFO   :		[9%]Candidate (z^3+z^2+z,z^6+z^4+z^3+z+1,z^5+z^3+z+1) = 0.000107 (std 2.40398e-05)
2015-09-05T13:59:05.628939 INFO   :		[9%]Candidate (z^3+z^2+z,z^6+z^4+z^3+z+1,z^5+z^3+z^2+z) = 0.000104 (std 2.41105e-05)
2015-09-05T13:59:05.810424 INFO   :		[9%]Candidate (z^3+z^2+z,z^6+z^4+z^3+z+1,z^5+z^4+z^2+1) = 0.000105 (std 2.53685e-05)
2015-09-05T13:59:06.081293 INFO   :		[9%]Candidate (z^3+z^2+z,z^6+z^4+z^3+z+1,z^5+z^4+z^2+z) = 0.000155 (std 7.72976e-05)
2015-09-05T13:59:06.293196 INFO   :		[9%]Candidate (z^3+z^2+z,z^6+z^4+z^3+z+1,z^5+z^4+z^3+1) = 0.000124 (std 4.20437e-05)
2015-09-05T13:59:06.479233 INFO   :		[9%]Candidate (z^3+z^2+z,z^6+z^4+z^3+z+1,z^5+z^4+z^3+z) = 0.000110 (std 3.09364e-05)
2015-09-05T13:59:06.659173 INFO   :		[10%]Candidate (z^3+z^2+z,z^6+z^4+z^3+z+1,z^6+z^2+z+1) = 0.000104 (std 2.5185e-05)
2015-09-05T13:59:06.879107 INFO   :		[10%]Candidate (z^3+z^2+z,z^6+z^4+z^3+z+1,z^6+z^3+z^2+1) = 0.000123 (std 4.454e-05)
2015-09-05T13:59:07.055233 INFO   :		[10%]Candidate (z^3+z^2+z,z^6+z^4+z^3+z+1,z^6+z^3+z^2+z) = 0.000104 (std 2.38147e-05)
2015-09-05T13:59:07.230106 INFO   :		[10%]Candidate (z^3+z^2+z,z^6+z^4+z^3+z+1,z^6+z^4+z+1) = 0.000103 (std 2.281e-05)
2015-09-05T13:59:07.432657 INFO   :		[10%]Candidate (z^3+z^2+z,z^6+z^4+z^3+z+1,z^6+z^4+z^2+z) = 0.000113 (std 3.52639e-05)
2015-09-05T13:59:07.613829 INFO   :		[10%]Candidate (z^3+z^2+z,z^6+z^4+z^3+z+1,z^6+z^4+z^3+1) = 0.000106 (std 2.56962e-05)
2015-09-05T13:59:07.799573 INFO   :		[10%]Candidate (z^3+z^2+z,z^6+z^4+z^3+z+1,z^6+z^4+z^3+z^2) = 0.000104 (std 2.29925e-05)
2015-09-05T13:59:07.989445 INFO   :		[10%]Candidate (z^3+z^2+z,z^6+z^4+z^3+z+1,z^6+z^5+z+1) = 0.000112 (std 3.47674e-05)
2015-09-05T13:59:08.174452 INFO   :		[10%]Candidate (z^3+z^2+z,z^6+z^4+z^3+z+1,z^6+z^5+z^2+1) = 0.000109 (std 2.95779e-05)
2015-09-05T13:59:08.368690 INFO   :		[10%]Candidate (z^3+z^2+z,z^6+z^4+z^3+z+1,z^6+z^5+z^3+z) = 0.000106 (std 2.81009e-05)
2015-09-05T13:59:08.570760 INFO   :		[10%]Candidate (z^3+z^2+z,z^6+z^4+z^3+z+1,z^6+z^5+z^3+z^2) = 0.000119 (std 4.5487e-05)
2015-09-05T13:59:08.769735 INFO   :		[10%]Candidate (z^3+z^2+z,z^6+z^4+z^3+z+1,z^6+z^5+z^4+1) = 0.000117 (std 4.33005e-05)
2015-09-05T13:59:08.948987 INFO   :		[10%]Candidate (z^3+z^2+z,z^6+z^4+z^3+z+1,z^6+z^5+z^4+z) = 0.000105 (std 2.40677e-05)
2015-09-05T13:59:09.125714 INFO   :		[10%]Candidate (z^3+z^2+z,z^6+z^4+z^3+z+1,z^6+z^5+z^4+z^2) = 0.000104 (std 2.31497e-05)
2015-09-05T13:59:09.334644 INFO   :		[10%]Candidate (z^3+z^2+z,z^6+z^4+z^3+z+1,z^7+z^3+z+1) = 0.000110 (std 2.56865e-05)
2015-09-05T13:59:09.557833 INFO   :		[11%]Candidate (z^3+z^2+z,z^6+z^4+z^3+z+1,z^7+z^3+z^2+1) = 0.000130 (std 6.92123e-05)
2015-09-05T13:59:09.764212 INFO   :		[11%]Candidate (z^3+z^2+z,z^6+z^4+z^3+z+1,z^7+z^3+z^2+z) = 0.000120 (std 4.66289e-05)
2015-09-05T13:59:09.956919 INFO   :		[11%]Candidate (z^3+z^2+z,z^6+z^4+z^3+z+1,z^7+z^4+z+1) = 0.000113 (std 3.15579e-05)
2015-09-05T13:59:10.133407 INFO   :		[11%]Candidate (z^3+z^2+z,z^6+z^4+z^3+z+1,z^7+z^4+z^2+1) = 0.000104 (std 2.28288e-05)
2015-09-05T13:59:10.344143 INFO   :		[11%]Candidate (z^3+z^2+z,z^6+z^4+z^3+z+1,z^7+z^4+z^3+z) = 0.000103 (std 2.30232e-05)
2015-09-05T13:59:10.525756 INFO   :		[11%]Candidate (z^3+z^2+z,z^6+z^4+z^3+z+1,z^7+z^4+z^3+z^2) = 0.000107 (std 2.56346e-05)
2015-09-05T13:59:10.702296 INFO   :		[11%]Candidate (z^3+z^2+z,z^6+z^4+z^3+z+1,z^7+z^5+z+1) = 0.000104 (std 2.27975e-05)
2015-09-05T13:59:10.900697 INFO   :		[11%]Candidate (z^3+z^2+z,z^6+z^4+z^3+z+1,z^7+z^5+z^2+z) = 0.000104 (std 2.39557e-05)
2015-09-05T13:59:11.078701 INFO   :		[11%]Candidate (z^3+z^2+z,z^6+z^4+z^3+z+1,z^7+z^5+z^3+1) = 0.000105 (std 2.66004e-05)
2015-09-05T13:59:11.275098 INFO   :		[11%]Candidate (z^3+z^2+z,z^6+z^4+z^3+z+1,z^7+z^5+z^3+z^2) = 0.000103 (std 2.30049e-05)
2015-09-05T13:59:11.458308 INFO   :		[11%]Candidate (z^3+z^2+z,z^6+z^4+z^3+z+1,z^7+z^5+z^4+1) = 0.000108 (std 2.64297e-05)
2015-09-05T13:59:11.636248 INFO   :		[11%]Candidate (z^3+z^2+z,z^6+z^4+z^3+z+1,z^7+z^5+z^4+z) = 0.000104 (std 2.31713e-05)
2015-09-05T13:59:11.833280 INFO   :		[11%]Candidate (z^3+z^2+z,z^6+z^4+z^3+z+1,z^7+z^5+z^4+z^3) = 0.000104 (std 2.34948e-05)
2015-09-05T13:59:12.046927 INFO   :		[11%]Candidate (z^3+z^2+z,z^6+z^4+z^3+z+1,z^7+z^6+z^2+1) = 0.000117 (std 3.94562e-05)
2015-09-05T13:59:12.224277 INFO   :		[11%]Candidate (z^3+z^2+z,z^6+z^4+z^3+z+1,z^7+z^6+z^2+z) = 0.000104 (std 2.36908e-05)
2015-09-05T13:59:12.408243 INFO   :		[11%]Candidate (z^3+z^2+z,z^6+z^4+z^3+z+1,z^7+z^6+z^3+1) = 0.000108 (std 2.83857e-05)
2015-09-05T13:59:12.593485 INFO   :		[12%]Candidate (z^3+z^2+z,z^6+z^4+z^3+z+1,z^7+z^6+z^3+z) = 0.000109 (std 2.6583e-05)
2015-09-05T13:59:12.784896 INFO   :		[12%]Candidate (z^3+z^2+z,z^6+z^4+z^3+z+1,z^7+z^6+z^4+1) = 0.000103 (std 2.29603e-05)
2015-09-05T13:59:12.980624 INFO   :		[12%]Candidate (z^3+z^2+z,z^6+z^4+z^3+z+1,z^7+z^6+z^4+z^2) = 0.000106 (std 2.43469e-05)
2015-09-05T13:59:13.183978 INFO   :		[12%]Candidate (z^3+z^2+z,z^6+z^4+z^3+z+1,z^7+z^6+z^4+z^3) = 0.000119 (std 4.34651e-05)
2015-09-05T13:59:13.381590 INFO   :		[12%]Candidate (z^3+z^2+z,z^6+z^4+z^3+z+1,z^7+z^6+z^5+z) = 0.000107 (std 3.07646e-05)
2015-09-05T13:59:13.559676 INFO   :		[12%]Candidate (z^3+z^2+z,z^6+z^4+z^3+z+1,z^7+z^6+z^5+z^2) = 0.000104 (std 2.43776e-05)
2015-09-05T13:59:13.736980 INFO   :		[12%]Candidate (z^3+z^2+z,z^6+z^4+z^3+z+1,z^7+z^6+z^5+z^3) = 0.000104 (std 2.40619e-05)
2015-09-05T13:59:17.021431 INFO   :		[15%]Candidate (z^4+z^3+z,z^7+z^6+z^5+z^4+z^2,z^4+z^2+z+1) = 0.000112 (std 2.47872e-05)
2015-09-05T13:59:17.230744 INFO   :		[15%]Candidate (z^4+z^3+z,z^7+z^6+z^5+z^4+z^2,z^4+z^3+z^2+1) = 0.000127 (std 4.26635e-05)
2015-09-05T13:59:17.477869 INFO   :		[15%]Candidate (z^4+z^3+z,z^7+z^6+z^5+z^4+z^2,z^5+z^3+z+1) = 0.000114 (std 2.82559e-05)
2015-09-05T13:59:17.686791 INFO   :		[15%]Candidate (z^4+z^3+z,z^7+z^6+z^5+z^4+z^2,z^5+z^3+z^2+z) = 0.000127 (std 4.96447e-05)
2015-09-05T13:59:18.029892 INFO   :		[16%]Candidate (z^4+z^3+z,z^7+z^6+z^5+z^4+z^2,z^5+z^4+z^2+1) = 0.000184 (std 6.32462e-05)
2015-09-05T13:59:18.256269 INFO   :		[16%]Candidate (z^4+z^3+z,z^7+z^6+z^5+z^4+z^2,z^5+z^4+z^3+z) = 0.000112 (std 2.4651e-05)
2015-09-05T13:59:18.496725 INFO   :		[16%]Candidate (z^4+z^3+z,z^7+z^6+z^5+z^4+z^2,z^6+z^2+z+1) = 0.000120 (std 2.74067e-05)
2015-09-05T13:59:18.721570 INFO   :		[16%]Candidate (z^4+z^3+z,z^7+z^6+z^5+z^4+z^2,z^6+z^3+z^2+1) = 0.000111 (std 2.44247e-05)
2015-09-05T13:59:18.930278 INFO   :		[16%]Candidate (z^4+z^3+z,z^7+z^6+z^5+z^4+z^2,z^6+z^4+z+1) = 0.000112 (std 2.49559e-05)
2015-09-05T13:59:19.147132 INFO   :		[16%]Candidate (z^4+z^3+z,z^7+z^6+z^5+z^4+z^2,z^6+z^4+z^2+z) = 0.000117 (std 2.60915e-05)
2015-09-05T13:59:19.329960 INFO   :		[16%]Candidate (z^4+z^3+z,z^7+z^6+z^5+z^4+z^2,z^6+z^4+z^3+1) = 0.000113 (std 2.56883e-05)
2015-09-05T13:59:19.520198 INFO   :		[16%]Candidate (z^4+z^3+z,z^7+z^6+z^5+z^4+z^2,z^6+z^4+z^3+z^2) = 0.000114 (std 2.65023e-05)
2015-09-05T13:59:19.725677 INFO   :		[16%]Candidate (z^4+z^3+z,z^7+z^6+z^5+z^4+z^2,z^6+z^5+z^2+1) = 0.000112 (std 2.52325e-05)
2015-09-05T13:59:19.966752 INFO   :		[16%]Candidate (z^4+z^3+z,z^7+z^6+z^5+z^4+z^2,z^6+z^5+z^3+z) = 0.000111 (std 2.49974e-05)
2015-09-05T13:59:20.151817 INFO   :		[17%]Candidate (z^4+z^3+z,z^7+z^6+z^5+z^4+z^2,z^6+z^5+z^4+1) = 0.000112 (std 2.56282e-05)
2015-09-05T13:59:20.350883 INFO   :		[17%]Candidate (z^4+z^3+z,z^7+z^6+z^5+z^4+z^2,z^6+z^5+z^4+z^2) = 0.000111 (std 2.43718e-05)
2015-09-05T13:59:20.574372 INFO   :		[17%]Candidate (z^4+z^3+z,z^7+z^6+z^5+z^4+z^2,z^7+z^3+z+1) = 0.000113 (std 2.67153e-05)
2015-09-05T13:59:20.793463 INFO   :		[17%]Candidate (z^4+z^3+z,z^7+z^6+z^5+z^4+z^2,z^7+z^3+z^2+z) = 0.000115 (std 2.64271e-05)
2015-09-05T13:59:21.021805 INFO   :		[17%]Candidate (z^4+z^3+z,z^7+z^6+z^5+z^4+z^2,z^7+z^4+z^2+1) = 0.000117 (std 2.80039e-05)
2015-09-05T13:59:21.251101 INFO   :		[17%]Candidate (z^4+z^3+z,z^7+z^6+z^5+z^4+z^2,z^7+z^4+z^3+z) = 0.000116 (std 2.71005e-05)
2015-09-05T13:59:21.450300 INFO   :		[17%]Candidate (z^4+z^3+z,z^7+z^6+z^5+z^4+z^2,z^7+z^5+z+1) = 0.000114 (std 2.59936e-05)
2015-09-05T13:59:21.667984 INFO   :		[17%]Candidate (z^4+z^3+z,z^7+z^6+z^5+z^4+z^2,z^7+z^5+z^2+z) = 0.000111 (std 2.4525e-05)
2015-09-05T13:59:21.855924 INFO   :		[17%]Candidate (z^4+z^3+z,z^7+z^6+z^5+z^4+z^2,z^7+z^5+z^3+1) = 0.000116 (std 2.65129e-05)
