"(3.0549012872782743e-05, 0.00011112499999999664)","[[z^4+z^2+1 (mod z^7+1), z^6+z^5+z^4+z^3+1 (mod z^7+1), z^5 (mod z^7+1)]]"
"(2.0494449515413859e-05, 0.0001065937499999739)","[[z^4+z^3+z^2 (mod z^7+1), z^5+z^4+z^3+z+1 (mod z^7+1), z^3 (mod z^7+1)]]"
"(2.2679831141370708e-05, 0.00011141015624999834)","[[z^5+z^2+1 (mod z^7+1), z^6+z^5+z^2+z+1 (mod z^7+1), z^4 (mod z^7+1)]]"
"(2.4753884983526919e-05, 0.00011505468749999775)","[[z^5+z^3+z (mod z^7+1), z^6+z^5+z^4+z^3+z^2 (mod z^7+1), z (mod z^7+1)]]"
"(2.2193347600865622e-05, 0.00010670312500012102)","[[z^4+z^3+z^2 (mod z^7+1), z^5+z^4+z^3+z+1 (mod z^7+1), z^2 (mod z^7+1)]]"
"(2.3833114231770575e-05, 0.00010707812500000777)","[[z^4+z+1 (mod z^7+1), z^6+z^5+z^3+z+1 (mod z^7+1), z (mod z^7+1)]]"
"(2.087499415233443e-05, 0.00010373437500004606)","[[z^4+z^3+z^2 (mod z^7+1), z^5+z^4+z^3+z+1 (mod z^7+1), z (mod z^7+1)]]"
"(2.2046016424955314e-05, 0.0001145664062500093)","[[z^6+z^3+1 (mod z^7+1), z^6+z^4+z^2+z+1 (mod z^7+1), z^6 (mod z^7+1)]]"
"(2.5225699940781539e-05, 0.00011537500000003559)","[[z^5+z^3+z (mod z^7+1), z^6+z^5+z^4+z^3+z^2 (mod z^7+1), z^4 (mod z^7+1)]]"
"(2.2723883089665205e-05, 0.00011748828125004995)","[[z^6+z^3+1 (mod z^7+1), z^6+z^4+z^2+z+1 (mod z^7+1), z^4 (mod z^7+1)]]"
"(2.2919286330812767e-05, 0.0001117851562499779)","[[z^5+z^4+z (mod z^7+1), z^6+z^4+z^3+z^2+z (mod z^7+1), z^2 (mod z^7+1)]]"
"(2.8432951376941194e-05, 0.00010633203125002405)","[[z^3+z^2+z (mod z^7+1), z^6+z^5+z^4+z^2+z (mod z^7+1), z^2 (mod z^7+1)]]"
"(2.4512768901848714e-05, 0.00010713671874999775)","[[z^4+z^3+1 (mod z^7+1), z^5+z^4+z^3+z^2+1 (mod z^7+1), z^4 (mod z^7+1)]]"
"(2.3377098927639901e-05, 0.00011355859374997251)","[[z^5+z^3+z (mod z^7+1), z^6+z^5+z^4+z^3+z^2 (mod z^7+1), z^3 (mod z^7+1)]]"
"(2.5257603171020948e-05, 0.00011177734375004966)","[[z^5+z^3+z (mod z^7+1), z^6+z^5+z^4+z^3+z^2 (mod z^7+1), z^5 (mod z^7+1)]]"
"(2.394727096137272e-05, 0.00011433203124995572)","[[z^5+z^2+z (mod z^7+1), z^6+z^5+z^4+z^2+1 (mod z^7+1), z^5 (mod z^7+1)]]"
"(2.8255914659708887e-05, 0.0001015976562499985)","[[z^2+z+1 (mod z^7+1), z^6+z^5+z^3+z^2+1 (mod z^7+1), z^3 (mod z^7+1)]]"
"(2.2964383287565016e-05, 0.00010698046875003836)","[[z^4+z^3+1 (mod z^7+1), z^5+z^4+z^3+z^2+1 (mod z^7+1), z^2 (mod z^7+1)]]"
"(2.5094328573144648e-05, 0.00010953515624997912)","[[z^4+z^2+1 (mod z^7+1), z^6+z^5+z^4+z^3+1 (mod z^7+1), z (mod z^7+1)]]"
"(2.321068242877446e-05, 0.00011535156250002537)","[[z^6+z+1 (mod z^7+1), z^6+z^4+z^3+z+1 (mod z^7+1), z^2 (mod z^7+1)]]"
"(2.3684198718095675e-05, 0.00011598828124999294)","[[z^6+z^3+1 (mod z^7+1), z^6+z^4+z^2+z+1 (mod z^7+1), z^3 (mod z^7+1)]]"
"(2.3926752531312199e-05, 0.00011372265625001279)","[[z^5+z^3+z (mod z^7+1), z^6+z^5+z^4+z^3+z^2 (mod z^7+1), z^2 (mod z^7+1)]]"
"(2.0726795136270053e-05, 0.00010553906249999821)","[[z^4+z^3+z^2 (mod z^7+1), z^5+z^4+z^3+z+1 (mod z^7+1), z^6 (mod z^7+1)]]"
"(2.5681158689235306e-05, 0.00010553906249997219)","[[z^3+z^2+z (mod z^7+1), z^6+z^5+z^4+z^2+z (mod z^7+1), z^3 (mod z^7+1)]]"
"(2.4468160999845739e-05, 0.00010856640624996861)","[[z^4+z^2+1 (mod z^7+1), z^6+z^5+z^4+z^3+1 (mod z^7+1), z^3 (mod z^7+1)]]"
"(2.2441743157294388e-05, 0.00011465625000001145)","[[z^6+z+1 (mod z^7+1), z^6+z^4+z^3+z+1 (mod z^7+1), z^4 (mod z^7+1)]]"
"(2.4259446339435426e-05, 0.00011527734375008092)","[[z^5+z^2+z (mod z^7+1), z^6+z^5+z^4+z^2+1 (mod z^7+1), z^4 (mod z^7+1)]]"
"(1.9610358151999408e-05, 0.0001080898437499575)","[[z^6+z+1 (mod z^7+1), z^6+z^4+z^3+z+1 (mod z^7+1), z^2 (mod z^7+1)]]"
"(2.3579564237042274e-05, 0.00011435937499998383)","[[z^5+z^2+z (mod z^7+1), z^6+z^5+z^4+z^2+1 (mod z^7+1), z^3 (mod z^7+1)]]"
"(2.6572645121437796e-05, 0.00010656249999999945)","[[z^3+z^2+z (mod z^7+1), z^6+z^5+z^4+z^2+z (mod z^7+1), z^4 (mod z^7+1)]]"
"(2.5554093972396619e-05, 0.00010906249999998851)","[[z^4+z^2+1 (mod z^7+1), z^6+z^5+z^4+z^3+1 (mod z^7+1), z^4 (mod z^7+1)]]"
"(2.1474588680154368e-05, 0.00011567187499996606)","[[z^6+z+1 (mod z^7+1), z^6+z^4+z^3+z+1 (mod z^7+1), z^6 (mod z^7+1)]]"
"(2.351931780337091e-05, 0.00011495703124999798)","[[z^6+z^3+z (mod z^7+1), z^6+z^5+z^4+z+1 (mod z^7+1), z^5 (mod z^7+1)]]"
"(2.3429102336710201e-05, 0.00010637890625000632)","[[z^4+z^3+z^2 (mod z^7+1), z^5+z^4+z^3+z+1 (mod z^7+1), z^3 (mod z^7+1)]]"
"(2.2866582937467782e-05, 0.00011329687500000532)","[[z^5+z^4+z (mod z^7+1), z^6+z^4+z^3+z^2+z (mod z^7+1), z^6 (mod z^7+1)]]"
"(3.0108657392859286e-05, 0.0001035000000000133)","[[z^2+z+1 (mod z^7+1), z^6+z^5+z^3+z^2+1 (mod z^7+1), z^6 (mod z^7+1)]]"
"(2.1948367130641118e-05, 0.00011717578125001321)","[[z^6+z^3+z^2 (mod z^7+1), z^6+z^5+z^4+z^3+z (mod z^7+1), z^5 (mod z^7+1)]]"
"(4.0792926481821043e-05, 0.00010532421874992481)","[[z^2+z+1 (mod z^7+1), z^6+z^5+z^3+z^2+1 (mod z^7+1), z (mod z^7+1)]]"
"(2.2212990144332186e-05, 0.00011492968749999069)","[[z^6+z^3+1 (mod z^7+1), z^6+z^4+z^2+z+1 (mod z^7+1), z (mod z^7+1)]]"
"(2.3049517856995054e-05, 0.00010740624999992787)","[[z^4+z^3+z^2 (mod z^7+1), z^5+z^4+z^3+z+1 (mod z^7+1), z^5 (mod z^7+1)]]"
"(2.2945843169277574e-05, 0.00011331250000000057)","[[z^5+z^4+z^3 (mod z^7+1), z^6+z^4+z^3+z^2+1 (mod z^7+1), z^5 (mod z^7+1)]]"
"(2.1613633536819818e-05, 0.00011228515624990554)","[[z^5+z^4+z (mod z^7+1), z^6+z^4+z^3+z^2+z (mod z^7+1), z^3 (mod z^7+1)]]"
"(2.2657660247009223e-05, 0.00011021093750002153)","[[z^5+z^4+z^3 (mod z^7+1), z^6+z^4+z^3+z^2+1 (mod z^7+1), z^3 (mod z^7+1)]]"
"(2.3615524087030376e-05, 0.00010676953124999326)","[[z^4+z+1 (mod z^7+1), z^6+z^5+z^3+z+1 (mod z^7+1), z^2 (mod z^7+1)]]"
"(2.5071705942010558e-05, 0.00010960546875000195)","[[z^4+z+1 (mod z^7+1), z^6+z^5+z^3+z+1 (mod z^7+1), z^4 (mod z^7+1)]]"
"(1.8597688658559846e-05, 0.00010728125000004224)","[[z^6+z^3+1 (mod z^7+1), z^6+z^4+z^2+z+1 (mod z^7+1), z^6 (mod z^7+1)]]"
"(2.5197315811878655e-05, 0.00010953906249996231)","[[z^4+z+1 (mod z^7+1), z^6+z^5+z^3+z+1 (mod z^7+1), z^3 (mod z^7+1)]]"
"(1.9683145289693207e-05, 0.00010583593749999981)","[[z^5+z^4+z^3 (mod z^7+1), z^6+z^4+z^3+z^2+1 (mod z^7+1), z^5 (mod z^7+1)]]"
"(2.5912101351681359e-05, 0.00011106640625001968)","[[z^4+z^2+1 (mod z^7+1), z^6+z^5+z^4+z^3+1 (mod z^7+1), z^6 (mod z^7+1)]]"
"(2.7373363149840759e-05, 0.00010815234374991767)","[[z^4+z^3+1 (mod z^7+1), z^5+z^4+z^3+z^2+1 (mod z^7+1), z (mod z^7+1)]]"
"(2.1083142225650102e-05, 0.00010511328124999247)","[[z^4+z^3+z^2 (mod z^7+1), z^5+z^4+z^3+z+1 (mod z^7+1), z^2 (mod z^7+1)]]"
"(2.3476670392812525e-05, 0.00011345312500003063)","[[z^5+z^4+z (mod z^7+1), z^6+z^4+z^3+z^2+z (mod z^7+1), z^5 (mod z^7+1)]]"
"(2.6798872180947717e-05, 0.0001054882812500089)","[[z^3+z^2+z (mod z^7+1), z^6+z^5+z^4+z^2+z (mod z^7+1), z^5 (mod z^7+1)]]"
"(2.8699496817078475e-05, 0.00010812109375003126)","[[z^3+z^2+z (mod z^7+1), z^6+z^5+z^4+z^2+z (mod z^7+1), z (mod z^7+1)]]"
"(2.2818897593866097e-05, 0.00011582031249997293)","[[z^6+z^3+z (mod z^7+1), z^6+z^5+z^4+z+1 (mod z^7+1), z^6 (mod z^7+1)]]"
"(2.0518283041376167e-05, 0.00010549218750001421)","[[z^5+z^2+z (mod z^7+1), z^6+z^5+z^4+z^2+1 (mod z^7+1), z^6 (mod z^7+1)]]"
"(2.3842753898257407e-05, 0.00011367578124998542)","[[z^5+z^4+z (mod z^7+1), z^6+z^4+z^3+z^2+z (mod z^7+1), z^3 (mod z^7+1)]]"
"(2.3938804172615018e-05, 0.00010425781249999433)","[[z^4+z+1 (mod z^7+1), z^6+z^5+z^3+z+1 (mod z^7+1), z^5 (mod z^7+1)]]"
"(3.8490391510711037e-05, 0.00011630859374999955)","[[z^5+z^2+1 (mod z^7+1), z^6+z^5+z^2+z+1 (mod z^7+1), z^5 (mod z^7+1)]]"
"(2.2423695687723322e-05, 0.00011523828125004423)","[[z^6+z+1 (mod z^7+1), z^6+z^4+z^3+z+1 (mod z^7+1), z^5 (mod z^7+1)]]"
"(2.1503590483588817e-05, 0.0001054570312500145)","[[z^4+z^3+z^2 (mod z^7+1), z^5+z^4+z^3+z+1 (mod z^7+1), z^4 (mod z^7+1)]]"
"(2.3569957736800837e-05, 0.00010925781249998545)","[[z^4+z^2+1 (mod z^7+1), z^6+z^5+z^4+z^3+1 (mod z^7+1), z^4 (mod z^7+1)]]"
"(2.7195941745719537e-05, 9.8957031249998677e-05)","[[z^2+z+1 (mod z^7+1), z^6+z^5+z^3+z^2+1 (mod z^7+1), z^4 (mod z^7+1)]]"
"(2.4328292777515371e-05, 0.00011614453125007029)","[[z^5+z^2+1 (mod z^7+1), z^6+z^5+z^2+z+1 (mod z^7+1), z^5 (mod z^7+1)]]"
"(2.2707630316916274e-05, 0.00011810937500002228)","[[z^6+z^3+z^2 (mod z^7+1), z^6+z^5+z^4+z^3+z (mod z^7+1), z (mod z^7+1)]]"
"(2.1664968257745406e-05, 0.00011539062500003083)","[[z^6+z^3+1 (mod z^7+1), z^6+z^4+z^2+z+1 (mod z^7+1), z (mod z^7+1)]]"
"(2.0604508271427951e-05, 0.00010611328125004899)","[[z^4+z^3+z^2 (mod z^7+1), z^5+z^4+z^3+z+1 (mod z^7+1), z^4 (mod z^7+1)]]"
"(2.8476016745028707e-05, 0.00010271484375000157)","[[z^2+z+1 (mod z^7+1), z^6+z^5+z^3+z^2+1 (mod z^7+1), z^5 (mod z^7+1)]]"
"(2.1940031682562678e-05, 0.00011304687500000854)","[[z^5+z^4+z (mod z^7+1), z^6+z^4+z^3+z^2+z (mod z^7+1), z (mod z^7+1)]]"
"(2.2381933065270814e-05, 0.00010654687499994653)","[[z^5+z^4+z (mod z^7+1), z^6+z^4+z^3+z^2+z (mod z^7+1), z^4 (mod z^7+1)]]"
"(2.4239610156934393e-05, 0.00011670703124998585)","[[z^6+z^3+z (mod z^7+1), z^6+z^5+z^4+z+1 (mod z^7+1), z^4 (mod z^7+1)]]"
"(2.5233915134667227e-05, 0.00011405859374996261)","[[z^5+z^4+z (mod z^7+1), z^6+z^4+z^3+z^2+z (mod z^7+1), z (mod z^7+1)]]"
"(2.1660609215277674e-05, 0.00010742578124997397)","[[z^4+z^3+1 (mod z^7+1), z^5+z^4+z^3+z^2+1 (mod z^7+1), z^3 (mod z^7+1)]]"
"(2.862856380482038e-05, 0.00011319531250000587)","[[z^4+z+1 (mod z^7+1), z^6+z^5+z^3+z+1 (mod z^7+1), z^6 (mod z^7+1)]]"
"(2.4525735845218688e-05, 0.00011393750000000119)","[[z^5+z^4+z^3 (mod z^7+1), z^6+z^4+z^3+z^2+1 (mod z^7+1), z (mod z^7+1)]]"
"(2.2935103704488024e-05, 0.00011477343749995844)","[[z^5+z^4+z (mod z^7+1), z^6+z^4+z^3+z^2+z (mod z^7+1), z^2 (mod z^7+1)]]"
"(1.9046643876153777e-05, 0.0001097773437499644)","[[z^6+z^3+z^2 (mod z^7+1), z^6+z^5+z^4+z^3+z (mod z^7+1), z^4 (mod z^7+1)]]"
"(2.3669884082441627e-05, 0.00011366015624996936)","[[z^5+z^2+1 (mod z^7+1), z^6+z^5+z^2+z+1 (mod z^7+1), z^4 (mod z^7+1)]]"
"(2.944153763283322e-05, 0.00011797656250000718)","[[z^6+z^3+1 (mod z^7+1), z^6+z^4+z^2+z+1 (mod z^7+1), z^2 (mod z^7+1)]]"
"(2.4839169868183278e-05, 0.00011649609374998066)","[[z^5+z^4+z^3 (mod z^7+1), z^6+z^4+z^3+z^2+1 (mod z^7+1), z^3 (mod z^7+1)]]"
"(2.3926103633033759e-05, 0.00010839843750000584)","[[z^4+z^2+1 (mod z^7+1), z^6+z^5+z^4+z^3+1 (mod z^7+1), z^2 (mod z^7+1)]]"
"(2.337892648286989e-05, 0.0001129960937499893)","[[z^5+z^2+1 (mod z^7+1), z^6+z^5+z^2+z+1 (mod z^7+1), z^3 (mod z^7+1)]]"
"(2.3548051446521009e-05, 0.00010687109374999705)","[[z^4+z^3+z^2 (mod z^7+1), z^5+z^4+z^3+z+1 (mod z^7+1), z^5 (mod z^7+1)]]"
"(2.2697869907545557e-05, 0.00011663281249998936)","[[z^6+z^3+z^2 (mod z^7+1), z^6+z^5+z^4+z^3+z (mod z^7+1), z^3 (mod z^7+1)]]"
"(2.0389349816517785e-05, 0.00010646875000006745)","[[z^5+z^4+z (mod z^7+1), z^6+z^4+z^3+z^2+z (mod z^7+1), z^5 (mod z^7+1)]]"
"(2.5575977307482373e-05, 0.00011054687499999216)","[[z^4+z+1 (mod z^7+1), z^6+z^5+z^3+z+1 (mod z^7+1), z^6 (mod z^7+1)]]"
"(2.0488419401933797e-05, 0.00010611718749997667)","[[z^5+z^4+z (mod z^7+1), z^6+z^4+z^3+z^2+z (mod z^7+1), z^6 (mod z^7+1)]]"
"(2.2956500506936557e-05, 0.00011430468749997619)","[[z^6+z+1 (mod z^7+1), z^6+z^4+z^3+z+1 (mod z^7+1), z^5 (mod z^7+1)]]"
"(2.7532375074590452e-05, 0.00010808593749998124)","[[z^4+z+1 (mod z^7+1), z^6+z^5+z^3+z+1 (mod z^7+1), z (mod z^7+1)]]"
"(2.234206417101897e-05, 0.00010601171874999316)","[[z^4+z^3+1 (mod z^7+1), z^5+z^4+z^3+z^2+1 (mod z^7+1), z (mod z^7+1)]]"
"(2.2526714487496197e-05, 0.00011458984375001258)","[[z^6+z^3+z (mod z^7+1), z^6+z^5+z^4+z+1 (mod z^7+1), z (mod z^7+1)]]"
"(2.6014864560497655e-05, 0.00011641015625000681)","[[z^5+z^3+z (mod z^7+1), z^6+z^5+z^4+z^3+z^2 (mod z^7+1), z^3 (mod z^7+1)]]"
